name,ring,quadrant,isNew,status,description
Container security scanning,assess,techniques,FALSE,no change,"<p>The container revolution instigated by <a href=""https://www.thoughtworks.com/radar/platforms/docker"">Docker</a> has massively reduced the friction in moving applications between environments but at the same time has blown a rather large hole in the traditional controls over what can go to production. The technique of <strong>container security scanning</strong> is a necessary response to this threat vector. Docker now provides its own <a href=""https://blog.docker.com/2016/05/docker-security-scanning/"">security scanning tools</a>, as does <a href=""https://coreos.com/blog/vulnerability-analysis-for-containers/"">CoreOS</a>, and we've also had success with the <a href=""https://benchmarks.cisecurity.org/"">CIS Security Benchmarks</a>. Whichever approach you take, we believe the topic of automated container security validation is of high value and a necessary part of PaaS thinking.</p>"
Conversationally aware APIs,assess,techniques,TRUE,new,"<p>Technologies such as <a href=""https://developer.amazon.com/alexa"">Amazon Alexa</a>, <a href=""https://voice.google.com"">Google Voice</a> and Siri have dramatically lowered the bar for voice-based interaction with software. However, a more conversational style of input (voice or text) can be hard to build on top of many existing APIs, especially when it comes to a more stateful style of interaction where a follow-up interaction needs to be aware of the overall conversational context. In this style of interaction, for example, we'd like to inquire about trains from Manchester to Glasgow and then being able to ask ""What time is the first departure?"" without having to give the context of the conversation again. Normally this context would be present in the initial response we send back to a browser, but in the case of voice interfaces we need to handle this context elsewhere. <strong>Conversationally aware APIs</strong> can be an example of the <a href=""https://www.thoughtworks.com/radar/techniques/bff-backend-for-frontends"">backend for front-end pattern</a> where the front-end is a voice or chat platform. This type of API can handle the specifics of this style of interaction by managing conversation states while calling underlying services on behalf of the voice front-end.</p>"
Differential privacy,assess,techniques,FALSE,no change,"<p>It has long been known that ""anonymized"" bulk data sets can reveal information about individuals, especially when multiple data sets are cross-referenced together. With <a href=""https://www.washingtonpost.com/news/the-switch/wp/2016/05/13/new-government-data-shows-a-staggering-number-of-americans-have-stopped-basic-online-activities/"">increasing concern over personal privacy</a>, some companies—including <a href=""https://www.wired.com/2016/06/apples-differential-privacy-collecting-data/"">Apple</a> and <a href=""http://research.google.com/pubs/pub42852.html"">Google</a>—are turning to <strong>differential privacy</strong> techniques in order to improve individual privacy while retaining the ability to perform useful analytics on large numbers of users. Differential privacy is a cryptographic technique that attempts to maximize the accuracy of statistical queries from a database while minimizing the chances of identifying its records. These results can be achieved by introducing a low amount of ""noise"" to the data, but it's important to note that this is an ongoing research area. Apple has announced plans to incorporate differential privacy into its products—and we wholeheartedly applaud its commitment to customers' privacy—but the usual Apple secrecy has left some security experts <a href=""https://blog.cryptographyengineering.com/2016/06/15/what-is-differential-privacy/"">scratching their heads</a>. We continue to recommend <a href=""http://martinfowler.com/bliki/Datensparsamkeit.html"">Datensparsamkeit</a> as an alternative approach: simply storing the minimum data you actually need will achieve better privacy results in most cases.</p>"
Micro frontends,assess,techniques,FALSE,no change,"<p>We've seen significant benefit from introducing <a href=""https://www.thoughtworks.com/radar/techniques/microservices"">microservice architectures</a>, which have allowed teams to scale delivery of independently deployed and maintained services. However, teams have often struggled to avoid the creation of front-end monoliths—large and sprawling browser applications that are as difficult to maintain and evolve as the monolithic server-side applications we've abandoned. We're seeing an approach emerge that our teams call <strong>micro frontends</strong>. In this approach, a web application is broken up by its pages and features, with each feature being owned end-to-end by a single team. Multiple techniques exist to bring the application features—some old and some new—together as a cohesive user experience, but the goal remains to allow each feature to be developed, tested and deployed independently from others. The <a href=""https://www.thoughtworks.com/radar/techniques/bff-backend-for-frontends"">BFF - backend for frontends</a> approach works well here, with each team developing a BFF to support its set of application features.</p>"
Platform engineering product teams,assess,techniques,TRUE,new,"<p>The adoption of cloud and DevOps, while increasing the productivity of teams who can now move more quickly with reduced dependency on centralized operations teams and infrastructure, also has constrained teams who lack the skills to self-manage a full application and operations stack. Some organizations have tackled this challenge by creating <strong>platform engineering product teams</strong>. These teams operate an internal platform which enables delivery teams to self-service deploy and operate systems with reduced lead time and stack complexity. The emphasis here is on API-driven self-service and supporting tools, with delivery teams still responsible for supporting what they deploy onto the platform. Organizations that consider establishing such a platform team should be very cautious not to accidentally create a <a href=""https://www.thoughtworks.com/radar/techniques/separate-devops-team"">separate DevOps team</a>, nor should they simply relabel their <a href=""https://www.thoughtworks.com/radar/platforms/superficial-private-cloud"">existing hosting and operations structure</a> as a platform.</p>"
Social code analysis,assess,techniques,TRUE,new,"<p><strong>Social code analysis</strong> enriches our understanding of the code quality by overlaying a developer's behavior with the structural analysis of the code. It uses data from version control systems, such as frequency and time of the change as well as the person making the change. You can choose to write your own scripts to analyze such data or use tools such as <a href=""http://www.empear.com/"">CodeScene</a>. CodeScene can help you gain a better understanding of your software systems by identifying hotspots and complex, hard-to-maintain subsystems, coupling between distributed subsystems through temporal coupling, as well as the view of Conway's law in your organization. We believe that with technology trends such as distributed systems, microservices and distributed teams the social dimension of our code is vital in our holistic understanding of our systems' health.</p>"
VR beyond gaming,assess,techniques,FALSE,no change,"<p>The idea of virtual reality has been around for more than 50 years, and with successive advancements in computing technology many ideas have been hyped and explored. We believe that we've reached a tipping point. Reasonably affordable consumer-oriented VR headsets were shipped to the market last year, and modern graphics cards provide sufficient power to create immersive experiences with them. The headsets are mainly targeted at video game enthusiasts, but we're convinced that they'll open the doors to many possibilities for <strong>VR beyond gaming</strong>. Teams without experience in building video games should not underestimate the effort and skill required to create good 3-D models and convincing textures.</p>"
A single CI instance for all teams,hold,techniques,FALSE,no change,"<p>We're compelled to caution, again, against creating <strong>a single CI instance for all teams</strong>. While it's a nice idea in theory to consolidate and centralize Continuous Integration (CI) infrastructure, in reality we do not see enough maturity in the tools and products in this space to achieve the desired outcome. Software delivery teams which must use the centralized CI offering regularly have long delays depending on a central team to perform minor configuration tasks, or to troubleshoot problems in the shared infrastructure and tooling. At this stage, we continue to recommend that organizations limit their centralized investment to establishing patterns, guidelines and support for delivery teams to operate their own CI infrastructure.</p>"
Anemic REST,hold,techniques,FALSE,no change,"<p>With the increasing popularity of the <a href=""https://www.thoughtworks.com/radar/techniques/bff-backend-for-frontends"">BFF - Backend for frontends</a> pattern and use of one-way data-binding frameworks like <a href=""https://www.thoughtworks.com/radar/languages-and-frameworks/react-js"">React.js</a>, we've noticed a backlash against REST-style architectures. Critics accuse REST of causing chatty, inefficient interactions among systems and failing to adapt as client needs evolve. They offer frameworks such as <a href=""https://www.thoughtworks.com/radar/languages-and-frameworks/graphql"">GraphQL</a> or <a href=""https://netflix.github.io/falcor/"">Falcor</a> as alternative data-fetch mechanisms that let the client specify the format of the data returned. But in our experience, it isn't REST that causes these problems. Rather, they stem from a failure to properly model the domain as a set of resources. Naively developing services that simply expose static, hierarchical data models via templated URLs result in an <strong>anemic REST</strong> implementation. In a richly modeled domain, REST should enable more than simple repetitive data fetching. In a fully evolved RESTful architecture, business events and abstract concepts are also modeled as resources, and the implementation should make effective use of hypertext, link relations and media types to maximize decoupling between services. This antipattern is closely related to the <a href=""http://www.martinfowler.com/bliki/AnemicDomainModel.html"">Anemic Domain Model</a> pattern and results in services that rank low in <a href=""http://martinfowler.com/articles/richardsonMaturityModel.html"">Richardson Maturity Model</a>. We have more advice for designing effective REST APIs in our <a href=""https://www.thoughtworks.com/insights/blog/rest-api-design-resource-modeling"">Insights article</a></p><br><br><p>.</p>"
Big Data envy,hold,techniques,FALSE,no change,"<p>We continue to see organizations chasing ""cool"" technologies, taking on unnecessary complexity and risk when a simpler choice would be better. One particular theme is using distributed, Big Data systems for relatively small data sets. This behavior prompts us to put <strong>Big Data envy</strong> on hold once more, with some additional data points from our recent experience. The <a href=""http://cassandra.apache.org/"">Apache Cassandra</a> database promises massive scalability on commodity hardware, but we have seen teams overwhelmed by its architectural and operational complexity. Unless you have data volumes that require a 100+ node cluster, we recommend against using Cassandra. The operational team you'll need to keep the thing running just isn't worth it. While creating this edition of the Radar, we discussed several new database technologies, many offering ""10x"" performance improvements over existing systems. We're always skeptical until new technology—especially something as critical as a database—has been properly proven. <a href=""https://www.thoughtworks.com/radar/tools/jepsen"">Jepsen</a> provides <a href=""http://jepsen.io/analyses.html"">analysis</a> of database performance under difficult conditions and has found <a href=""https://aphyr.com/posts/283-call-me-maybe-redis"">numerous</a> <a href=""https://aphyr.com/posts/284-call-me-maybe-mongodb"">bugs</a> in various NoSQL databases. We recommend maintaining a healthy dose of skepticism and keeping an eye on sites such as Jepsen when you evaluate database tech.</p>"
CI theatre,hold,techniques,TRUE,new,"<p>We've long been advocates of <a href=""https://martinfowler.com/articles/continuousIntegration.html"">continuous integration</a> (CI), and we were <a href=""https://en.wikipedia.org/wiki/CruiseControl"">pioneers</a> in building CI server programs to automatically build projects on check-ins. Used well, these programs run as a daemon process on a <a href=""http://www.martinfowler.com/articles/continuousIntegration.html#EveryoneCommitsToTheMainlineEveryDay"">shared project mainline that developers commit to daily</a>. The CI server <a href=""http://www.martinfowler.com/articles/continuousIntegration.html#EveryCommitShouldBuildTheMainlineOnAnIntegrationMachine"">builds the project</a> and runs <a href=""http://www.martinfowler.com/articles/continuousIntegration.html#MakeYourBuildSelf-testing"">comprehensive tests</a> to ensure the whole software system is integrated and is in an always-releasable state, thus satisfying the principles of <a href=""https://continuousdelivery.com/"">continuous delivery</a>. Sadly, many developers simply set up a CI server and falsely assume they are ""doing CI"" when in reality they miss out on all the benefits. Common failure modes include: running CI against a shared mainline but with infrequent commits, so integration isn't really continuous; running a build with poor test coverage; allowing the build to stay red for long periods; or running CI against feature branches which results in <a href=""http://paulhammant.com/2017/02/14/fake-news-via-continuous-isolation/"">continuous isolation</a>. The ensuing "" <strong>CI theatre</strong>"" might make people feel good, but would fail any credible <a href=""https://martinfowler.com/bliki/ContinuousIntegrationCertification.html"">CI certification test</a>.</p>"
Enterprise-wide integration test environments,hold,techniques,TRUE,new,"<p>When the enterprise-wide quarterly or monthly releases were considered best practice, it was necessary to maintain a complete environment for performing testing cycles prior to deployment to production. These <strong>enterprise-wide integration test environments</strong> (often referred to as SIT or Staging) are a common bottleneck for continuous delivery today. The environments themselves are fragile and expensive to maintain, often with components that need manual configuration by a separate environment management team. Testing in the staging environment provides unreliable and slow feedback, and testing effort is duplicated with what can be performed on components in isolation. We recommend that organizations incrementally create an independent path to production for key components. Important techniques include <a href=""https://www.thoughtworks.com/radar/techniques/consumer-driven-contract-testing"">contract testing</a>, <a href=""https://www.thoughtworks.com/radar/techniques/decoupling-deployment-from-release"">decoupling deployment from release</a>, <a href=""https://www.thoughtworks.com/radar/techniques/focus-on-mean-time-to-recovery"">focus on mean time to recovery</a> and <a href=""https://www.thoughtworks.com/radar/techniques/qa-in-production"">testing in production</a>.</p>"
Spec-based codegen,hold,techniques,TRUE,new,"<p>Back in the days when SOAP held sway in the enterprise software industry, the practice of generating client code from WSDL specs was an accepted—even encouraged—practice. Unfortunately, the resulting code was often complex, untestable, difficult to modify and frequently didn't work across implementation platforms. With the advent of REST, we found it better to evolve API clients that use the <a href=""https://martinfowler.com/bliki/TolerantReader.html"">tolerant reader pattern</a> for extracting and processing only the fields needed. Recently we have observed a disturbing return to old habits with developers generating code from API specifications written in <a href=""https://www.thoughtworks.com/radar/tools/swagger"">Swagger</a> or <a href=""https://www.thoughtworks.com/radar/tools/raml"">RAML</a>—a practice that we refer to as <strong>spec-based codegen</strong>. Although such tools are very useful for driving the design of APIs and for extracting documentation, we caution against the tempting shortcut of simply generating client code directly from these specifications. The chances are that such code will be difficult to test and maintain.</p>"
HSTS,adopt,platforms,FALSE,no change,"<p><a href=""https://www.owasp.org/index.php/HTTP_Strict_Transport_Security"">HTTP Strict Transport Security</a> ( <strong>HSTS</strong> ) is a now widely supported policy that allows websites to protect themselves from downgrade attacks. A downgrade attack in the context of HTTPS is one that can cause users of your site to fall back to HTTP rather than HTTPS, allowing for further attacks such as man-in-the-middle attacks. With HSTS, the server sends a header that informs the browser that it should only use HTTPS to access the website. Browser support is now widespread enough that this easy-to-implement feature should be added to any site using HTTPS. Mozilla's <a href=""https://observatory.mozilla.org/"">Observatory</a> can help identify this and other useful headers and configuration options that improve security and privacy. When implementing HSTS, it is critical to verify that all resources load properly over HTTPS, because once HSTS is turned on, there is (almost) no turning back until the expiry time. The directive to include subdomains should be added but, again, a thorough verification that all subdomains support secure transport is required.</p>"
Linux Security Modules,adopt,platforms,FALSE,no change,"<p>The Principle of Least Privilege encourages us to restrict software components to access only the resources that they need. By default, however, a Linux process can do anything its running user can do—from binding to arbitrary ports to spawning new shells. The <strong><a href=""https://www.kernel.org/doc/Documentation/security/LSM.txt"">Linux Security Modules</a></strong> (LSM) framework, which allows for security extensions to be plugged into the kernel, has been used to implement MAC on Linux. SELinux and AppArmor are the predominant and best-known LSM-compatible implementations that ship with the kernel. We recommend that teams learn to use one of these security frameworks (which is why we placed it in the Adopt ring). They help teams assess questions about who has access to what resources on shared hosts, including contained services. This conservative approach to access management will help teams build security into their SDLC processes.</p>"
Apache Mesos,trial,platforms,FALSE,no change,"<p>We've continued to have positive experiences deploying the <strong><a href=""http://mesos.apache.org/"">Apache Mesos</a></strong> platform to manage cluster resources for highly distributed systems. Mesos abstracts out underlying computing resources such as CPU and storage, aiming to provide efficient utilization while maintaining isolation. Mesos includes <a href=""https://mesos.github.io/chronos/"">Chronos</a> for distributed and fault-tolerant execution of scheduled jobs, and <a href=""https://mesosphere.github.io/marathon/"">Marathon</a> for orchestrating long-running processes in containers.</p>"
Auth0,trial,platforms,FALSE,no change,"<p>We have a growing belief that for most scenarios it is rarely worth rolling your own authentication code. Outsourced identity management speeds up delivery, reduces mistakes and tends to enable a faster response to newly discovered vulnerabilities. <strong><a href=""https://auth0.com/"">Auth0</a></strong> has particularly impressed us in this field for its ease of integration, range of protocols and connectors supported, and rich management API.</p>"
AWS Device Farm,trial,platforms,TRUE,new,"<p>The huge number of mobile devices makes it almost impossible for companies to test their mobile apps on all of them. Enter <strong><a href=""https://aws.amazon.com/device-farm/"">AWS Device Farm</a></strong>, an app-testing service that enables you to run and interact with your Android, iOS and web apps on a wide variety of physical devices that are hosted in the cloud simultaneously. Detailed logs, performance graphs and screenshots are generated during each run to provide general and device-specific feedback. The service offers a lot of flexibility by allowing the state and configuration of each device to be altered in order to reproduce very specific test scenarios. Our teams are using AWS Device Farm to run end-to-end tests on devices with the largest install base for their apps.</p>"
AWS Lambda,trial,platforms,FALSE,no change,"<p>Our teams continue to enjoy using <strong><a href=""https://aws.amazon.com/lambda/"">AWS Lambda</a></strong> and are beginning to use it to experiment with <a href=""https://www.thoughtworks.com/radar/techniques/serverless-architecture"">serverless architectures</a>, combining Lambda with the <a href=""https://www.thoughtworks.com/radar/platforms/amazon-api-gateway"">API Gateway</a>. We do recommend that Lambda functions contain only a moderate amount of code. Ensuring the quality of a solution based on a tangle of many large Lambda functions is difficult, and such a solution may not be cost-effective. For more complex needs, deployments based on containers or VMs are still preferable. In addition, we have run into significant problems using Java for Lambda functions, with erratic latencies up to several seconds as the Lambda container is started. Of course, you can sidestep this issue by using JavaScript or Python, and if Lambda functions do not contain a lot of code, the choice of programming language should not matter too much.</p>"
OpenTelemetry,trial,platforms,TRUE,new,"<p>As monolithic applications are being replaced with more complex <a href=""https://www.thoughtworks.com/radar/techniques/microservices"">(micro)service</a> ecosystems, tracing requests across multiple services is becoming the norm. With majority contribution from LightStep and Uber <a href=""http://opentracing.io/""><strong>OpenTracing</strong></a> is rapidly becoming the de facto standard for distributed tracing. There is a growing number of <a href=""http://opentracing.io/documentation/pages/supported-tracers"">tracers</a> supporting OpenTracing standard, including <a href=""https://www.thoughtworks.com/radar/tools/zipkin"">Zipkin</a>, <a href=""https://www.thoughtworks.com/radar/languages-and-frameworks/instana"">Instana</a>, and <a href=""https://uber.github.io/jaeger/"">Jaeger</a>. OpenTracing currently provides vendor-neutral implementation in multiple languages including: Go, JavaScript, Java, Python, Objective-C, C#, C++, Ruby and PHP.</p>"
Unity beyond gaming,trial,platforms,FALSE,no change,"<p>After experiencing years of growth as a platform for game development, <strong><a href=""https://unity3d.com/"">Unity</a></strong> has recently become the platform of choice for VR and AR application development. Whether you're creating a fully immersive world for the Oculus or HTC Vive headsets, a holographic layer for your newly spatial enterprise application or an AR feature set for your mobile app, Unity likely provides what you need to both prototype it and get it ready for prime time. Many of us at ThoughtWorks believe that VR and AR represent the next significant shift in the computing platform, and for now, Unity is the single most important tool in the toolbox we use to develop for this change. We've used Unity to develop all our VR prototypes, as well as AR functionality for headsets and phone/tablet applications.</p>"
.NET Core,assess,platforms,FALSE,no change,"<p><strong><a href=""https://www.microsoft.com/net/core"">.NET Core</a></strong> is an open source modular product for creating applications that can be easily deployed in Windows, macOS and Linux. .NET Core makes it possible to build cross-platform web applications using <a href=""http://www.asp.net/core"">ASP.NET Core</a> with a set of tools, libraries and frameworks—another choice for microservices architecture. The community around .NET Core and other related projects has been growing. New tools have appeared and evolved quickly, such as <a href=""https://www.thoughtworks.com/radar/tools/visual-studio-code"">Visual Studio Code</a>. There are <a href=""https://www.thoughtworks.com/radar/platforms/docker"">Docker</a> <a href=""https://www.microsoft.com/net/core#docker"">images</a> based on both Linux and Windows (<a href=""https://www.thoughtworks.com/radar/platforms/microsoft-nano-server"">Nano Server</a>) with .NET Core that simplify applying a microservice architecture. CoreCLR and CoreFX appeared in the Radar in the past. However, a few months ago Microsoft <a href=""https://blogs.msdn.microsoft.com/dotnet/2016/06/27/announcing-net-core-1-0"">announced</a> the release of .NET Core 1.0, the first stable version. We see good new opportunities, changes and a vibrant community as reasons to keep assessing this product.</p>"
Amazon API Gateway,assess,platforms,FALSE,no change,"<p><a href=""https://aws.amazon.com/api-gateway/""><strong>Amazon API Gateway</strong></a> enables developers to expose API services to Internet clients. It offers the usual API gateway features including traffic management, monitoring, authentication and authorization. Our teams have had positive experiences using this service to front <a href=""https://www.thoughtworks.com/radar/platforms/aws-lambda"">AWS Lambda</a> as part of <a href=""https://www.thoughtworks.com/radar/techniques/serverless-architecture"">serverless architectures</a>. On the other hand, we have had more challenges using it as a more general purpose gateway to front HTTP/HTTPS endpoints running on EC2—where we have been stymied by a lack of interoperability with VPCs and difficulty in establishing client cert authentication with the gateway. Due to this mixed experience, we would like to advise teams to trial using AWS API Gateway with Lambda but assess suitability when using it in a more general setting.</p>"
Cassandra carefully,assess,platforms,FALSE,no change,"<p>Apache's <a href=""http://cassandra.apache.org/"">Cassandra</a> database is a powerful, scalable Big Data solution for storing and processing large amounts of data, often using hundreds of nodes split over multiple worldwide locations. It's a great tool and we like it, but too often we see teams run into trouble using it. We recommend using <strong>Cassandra carefully</strong>. Teams often misunderstand the use case for Cassandra, attempting to use it as a general-purpose data store when in fact it is optimized for fast reads on large data sets based on predefined keys or indexes. Its dependence on the storage schema can also make it difficult to evolve over time. Cassandra also has significant operational complexity and some rough edges, so unless you absolutely need the scaling it provides, a simpler solution is usually better. If you don't need Cassandra's specific use-case and scaling characteristics, you might just be choosing it out of <a href=""https://www.thoughtworks.com/radar/techniques/big-data-envy"">Big Data envy</a>. Careful use of Cassandra will include extensive automated testing, and we're happy to recommend <a href=""https://github.com/jsevellec/cassandra-unit"">CassandraUnit</a> as part of your testing strategy.</p>"
Cloud-based image comprehension,assess,platforms,TRUE,new,"<p>Image comprehension used to be a dark art and required a team of onsite data scientists. In recent years, however, we've come closer to solving problems such as image and facial classification/categorization, facial comparisons, facial landmark identification, and facial recognition. <strong>Cloud-based image comprehension</strong> provides access to machine-learning capabilities through services such as <a href=""https://aws.amazon.com/rekognition/"">Amazon</a><a href=""https://aws.amazon.com/rekognition/"">Rekognition</a>, <a href=""https://www.microsoft.com/cognitive-services/en-us/computer-vision-api"">Microsoft Computer Vision API</a> and <a href=""https://cloud.google.com/vision/"">Google Cloud Vision API</a> which can supplement AR applications and anything involving photo tagging and classification.</p>"
DataStax Enterprise Graph,assess,platforms,TRUE,new,"<p>We've had some early successes with <a href=""http://www.datastax.com/products/datastax-enterprise-graph""><strong>DataStax Enterprise Graph</strong></a> (DSE Graph) for handling large graph databases. Built on top of <a href=""https://www.thoughtworks.com/radar/platforms/cassandra-carefully"">Cassandra</a>, DSE Graph targets the type of large data sets where our longtime favorite <a href=""https://www.thoughtworks.com/radar/platforms/neo4j"">Neo4j</a> begins to show some limitations. This scale has its trade-offs; for example, you lose the ACID transactions and run-time schema-free nature of Neo4j, but access to the underlying Cassandra tables, the integration of Spark for analytical workloads, and the powerful <a href=""http://tinkerpop.apache.org/"">TinkerPop/Gremlin</a> query language make this an option worth considering.</p>"
DialogFlow,assess,platforms,TRUE,new,"<p>In parallel with the recent surge of chatbots and <a href=""https://www.thoughtworks.com/radar/platforms/voice-platforms"">voice platforms</a>, we've seen a proliferation of tools and platforms such as <strong><a href=""https://api.ai/"">api.ai</a></strong> that provide a service to extract intent from text and management of conversational flow that you can hook into. Recently acquired by Google, this ""natural-language-understanding as a service"" offering competes with other players in this space such as <a href=""https://www.thoughtworks.com/radar/platforms/wit-ai"">wit.ai</a> and Amazon's <a href=""https://aws.amazon.com/lex/"">Lex</a>.</p>"
