name,ring,quadrant,isNew,hasMovedIn,hasMovedOut,description
Separate code and pipeline ownership,Hold,Techniques,TRUE,FALSE,FALSE,
Ticket-driven platform operating models ,Hold,Techniques,TRUE,FALSE,FALSE,
AWS Cloud Development Kit,Trial,Platforms,FALSE,TRUE,FALSE,
Backstage,Trial,Platforms,FALSE,TRUE,FALSE,
Delta Lake,Trial,Platforms,FALSE,TRUE,FALSE,
Materialize ,Trial,Platforms,FALSE,TRUE,FALSE,
Snowflake,Trial,Platforms,FALSE,FALSE,FALSE,
Variable fonts ,Trial,Platforms,TRUE,FALSE,FALSE,
Apache Pinot,Assess,Platforms,TRUE,FALSE,FALSE,
Bit.dev,Assess,Platforms,TRUE,FALSE,FALSE,
DataHub,Assess,Platforms,TRUE,FALSE,FALSE,
Feature Store ,Assess,Platforms,TRUE,FALSE,FALSE,
JuiceFS,Assess,Platforms,TRUE,FALSE,FALSE,
Kafka API without Kafka,Assess,Platforms,TRUE,FALSE,FALSE,
NATS,Assess,Platforms,TRUE,FALSE,FALSE,
Opstrace,Assess,Platforms,TRUE,FALSE,FALSE,
Pulumi ,Assess,Platforms,FALSE,FALSE,FALSE,
Redpanda ,Assess,Platforms,TRUE,FALSE,FALSE,
Azure Machine Learning,Hold,Platforms,TRUE,FALSE,FALSE,
Homemade infrastructure-as-code (IaC) products ,Hold,Platforms,TRUE,FALSE,FALSE,
Sentry,Adopt,Tools,FALSE,TRUE,FALSE,
axe-core,Trial,Tools,TRUE,FALSE,FALSE,
dbt,Trial,Tools,FALSE,TRUE,FALSE,
esbuild,Trial,Tools,TRUE,FALSE,FALSE,
Flipper,Trial,Tools,TRUE,FALSE,FALSE,
Great Expectations ,Trial,Tools,TRUE,FALSE,FALSE,
k6,Trial,Tools,FALSE,TRUE,FALSE,
MLflow,Trial,Tools,FALSE,FALSE,FALSE,
OR-Tools,Trial,Tools,TRUE,FALSE,FALSE,
Playwright,Trial,Tools,FALSE,TRUE,FALSE,
Prowler,Trial,Tools,TRUE,FALSE,FALSE,
Pyright,Trial,Tools,TRUE,FALSE,FALSE,
Redash,Trial,Tools,TRUE,FALSE,FALSE,
Terratest,Trial,Tools,FALSE,TRUE,FALSE,
Tuple,Trial,Tools,TRUE,FALSE,FALSE,
Why Did You Render ,Trial,Tools,TRUE,FALSE,FALSE,
Buildah and Podman,Assess,Tools,TRUE,FALSE,FALSE,
GitHub Actions,Assess,Tools,TRUE,FALSE,FALSE,
Graal Native Image,Assess,Tools,TRUE,FALSE,FALSE,
HashiCorp Boundary,Assess,Tools,TRUE,FALSE,FALSE,
imgcook,Assess,Tools,TRUE,FALSE,FALSE,
Longhorn,Assess,Tools,TRUE,FALSE,FALSE,
Operator Framework,Assess,Tools,TRUE,FALSE,FALSE,
Recommender,Assess,Tools,TRUE,FALSE,FALSE,
Remote - WSL,Assess,Tools,TRUE,FALSE,FALSE,
Spectral,Assess,Tools,TRUE,FALSE,FALSE,
Yelp detect-secrets ,Assess,Tools,TRUE,FALSE,FALSE,
Zally,Assess,Tools,TRUE,FALSE,FALSE,
AWS CodePipeline ,Hold,Tools,TRUE,FALSE,FALSE,
Combine ,Adopt,languages-and-frameworks,TRUE,FALSE,FALSE,
LeakCanary ,Adopt,languages-and-frameworks,FALSE,TRUE,FALSE,
Angular Testing Library,Trial,languages-and-frameworks,TRUE,FALSE,FALSE,
AWS Data Wrangler,Trial,languages-and-frameworks,TRUE,FALSE,FALSE,
Blazor,Trial,languages-and-frameworks,FALSE,TRUE,FALSE,
FastAPI ,Trial,languages-and-frameworks,TRUE,FALSE,FALSE,
io-ts,Trial,languages-and-frameworks,FALSE,TRUE,FALSE,
Kotlin Flow,Trial,languages-and-frameworks,TRUE,FALSE,FALSE,
LitElement,Trial,languages-and-frameworks,FALSE,TRUE,FALSE,
Next.js,Trial,languages-and-frameworks,FALSE,TRUE,FALSE,
On-demand modules,Trial,languages-and-frameworks,TRUE,FALSE,FALSE,
Streamlit,Trial,languages-and-frameworks,FALSE,TRUE,FALSE,
SWR,Trial,languages-and-frameworks,FALSE,TRUE,FALSE,
TrustKit ,Trial,languages-and-frameworks,TRUE,FALSE,FALSE,
.NET 5,Assess,languages-and-frameworks,TRUE,FALSE,FALSE,
bUnit,Assess,languages-and-frameworks,TRUE,FALSE,FALSE,
Dagster,Assess,languages-and-frameworks,TRUE,FALSE,FALSE,
Flutter for Web,Assess,languages-and-frameworks,TRUE,FALSE,FALSE,
Jotai and Zustand,Assess,languages-and-frameworks,TRUE,FALSE,FALSE,
Kotlin Multiplatform Mobile,Assess,languages-and-frameworks,TRUE,FALSE,FALSE,
LVGL,Assess,languages-and-frameworks,TRUE,FALSE,FALSE,
React Hook Form,Assess,languages-and-frameworks,TRUE,FALSE,FALSE,
River,Assess,languages-and-frameworks,TRUE,FALSE,FALSE,
Webpack 5 Module Federation ,Assess,languages-and-frameworks,TRUE,FALSE,FALSE,
