name,ring,quadrant,isNew,hasMovedIn,hasMovedOut,description
BeyondCorp,assess,techniques,TRUE,FALSE,FALSE,"<p>Previously in the Radar, we’ve discussed the rise of the <a href=""https://www.thoughtworks.com/radar/techniques/perimeterless-enterprise"">perimeterless enterprise</a>. Now, some organizations are doing away with implicitly trusted intranets altogether and treating all communication as if it was being transmitted through the public internet. A set of practices, collectively labeled <a href=""http://cloud.google.com/beyondcorp/""><strong>BeyondCorp</strong></a>, have been described by Google engineers in a set of publications. Collectively, these practices — including managed devices, 802.1x networking and standard access proxies protecting individual services — make this a viable approach to network security in large enterprises.</p>"
Embedded mobile mocks,assess,techniques,TRUE,FALSE,FALSE,"<p>When developing mobile applications, our teams often find themselves without an external server for testing apps. Setting up an over-the-wire mock may be a good fit for this particular problem. Developing the HTTP mocks and compiling them into the mobile binary for testing — <strong>embedded mobile mocks</strong> — enables teams to test their mobile apps when disconnected and with no external dependencies. This technique may require creating an opinionated library based on both the networking library used by the mobile app and your usage of the underlying library.</p>"
Ethereum for decentralized applications,assess,techniques,FALSE,FALSE,FALSE,"<p>Blockchains have been widely hyped as the panacea for all things fintech, from banking to digital currency to supply chain transparency. We’ve previously featured <a href=""https://www.thoughtworks.com/radar/platforms/ethereum"">Ethereum</a> because of its feature set, which includes smart contracts. Now, we're seeing more development using <strong>Ethereum for decentralized applications</strong> in <a href=""http://www.stateofthedapps.com/"">other areas</a>. Although this is still a very young technology, we're encouraged to see it being used to build decentralized applications beyond cryptocurrency and banking.</p>"
Event streaming as the source of truth,assess,techniques,FALSE,FALSE,FALSE,"<p>As event streaming platforms, such as <a href=""https://www.thoughtworks.com/radar/tools/apache-kafka"">Apache Kafka</a>, rise in popularity, many consider them as an advanced form of message queuing, used solely to transmit events. Even when used in this way, event streaming has its benefits over traditional message queuing. However, we're more interested in how people use <strong>event streaming as the source of truth</strong> with platforms (Kafka in particular) as the primary store for data as immutable events. A service with an <a href=""http://martinfowler.com/eaaDev/EventSourcing.html"">Event Sourcing</a> design, for example, can use Kafka as its event store; those events are then available for other services to consume. This technique has the potential to reduce duplicating efforts between local persistence and integration.</p>"
GraphQL for server-side resource aggregation,assess,techniques,TRUE,FALSE,FALSE,"<p>One pattern that comes up again and again when building microservice-style architectures is how to handle the aggregation of many resources server-side. In recent years, we've seen the emergence of a number of patterns such as <a href=""https://www.thoughtworks.com/radar/techniques/bff-backend-for-frontends"">Backend for Frontend (BFF)</a> and tools such as <a href=""http://netflix.github.io/falcor/"">Falcor</a> to address this. Our teams have started using <strong>GraphQL for server-side resource aggregation</strong> instead. This differs from the usual mode of using <a href=""https://www.thoughtworks.com/radar/languages-and-frameworks/graphql"">GraphQL</a> where clients directly query a GraphQL server. When using this technique, the services continue to expose RESTful APIs but under-the-hood aggregate services use GraphQL resolvers as the implementation for stitching resources from other services. This technique simplifies the internal implementation of aggregate services or BFFs by using GraphQL.</p>"
Infrastructure configuration scanner,assess,techniques,TRUE,FALSE,FALSE,"<p>For some time now we've recommended increased delivery team ownership of their entire stack, including infrastructure. This means increased responsibility in the delivery team itself for configuring infrastructure in a safe, secure, and compliant way. When adopting cloud strategies, most organizations default to a tightly locked-down and centrally managed configuration to reduce risk, but this also creates substantial productivity bottlenecks. An alternative approach is to allow teams to manage their own configuration, and use an <strong>Infrastructure configuration scanner</strong> to ensure the configuration is set in a safe and secure way. <a href=""http://github.com/iagcl/watchmen"">Watchmen</a> is an interesting tool, built to provide rule-driven assurance of AWS account configurations that are owned and operated independently by delivery teams. <a href=""https://www.thoughtworks.com/radar/tools/scout2"">Scout2</a> is another example of configuration scanning to support secure compliance.</p>"
Jupyter for automated testing,assess,techniques,TRUE,FALSE,FALSE,"<p>We're seeing some interesting reports of using <strong>Jupyter for automated testing</strong>. The ability to mix code, comments and output in the same document reminds us of FIT, <a href=""http://fitnesse.org/"">FitNesse</a> and <a href=""http://concordion.org/"">Concordion</a>. This flexible approach is particularly useful if your tests are data heavy or rely on some statistical analysis such as performance testing. Python provides all the power you need, but as tests grow in complexity, a way to manage suites of notebooks would be helpful.</p>"
Log level per request,assess,techniques,TRUE,FALSE,FALSE,"<p>One problem with observability in a highly distributed microservices architecture is the choice between logging everything — and taking up huge amounts of storage space — or randomly sampling logs and potentially missing important events. Recently, we’ve noticed a technique that offers a compromise between these two solutions. Set the <strong>log level per request</strong> via a parameter passed in through the tracing header. Using a tracing framework, possibly based on the <a href=""https://www.thoughtworks.com/radar/platforms/opentracing"">OpenTracing</a> standard, you can pass a correlation id from service to service in a single transaction. You can even inject other data, such as the desired log level, at the initiating transaction and pass it along with the tracing information. This ensures that the additional data collected corresponds to a single user transaction as it flows through the system. This is also a useful technique for debugging, since services might be paused or otherwise modified on a transaction-by-transaction basis.</p>"
Security Chaos Engineering,assess,techniques,TRUE,FALSE,FALSE,"<p>We’ve previously talked about the technique of <a href=""https://www.thoughtworks.com/radar/techniques/chaos-engineering"">Chaos Engineering</a> in the Radar and the Simian Army suite of tools from Netflix that we’ve used to run experiments to test the resilience of production infrastructure. <strong>Security Chaos Engineering</strong> broadens the scope of this technique to the realm of security. We deliberately introduce false positives into production networks and other infrastructure — build-time dependencies, for example — to check whether procedures in place are capable of identifying security failures under controlled conditions. Although useful, this technique should be used with care to avoid desensitizing teams to security problems.</p>"
Service mesh,assess,techniques,FALSE,FALSE,FALSE,"<p>As large organizations transition to more autonomous teams owning and operating their own microservices, how can they ensure the necessary consistency and compatibility between those services without relying on a centralized hosting infrastructure? To work together efficiently, even autonomous microservices need to align with some organizational standards. A <strong>service mesh</strong> offers consistent discovery, security, tracing, monitoring and failure handling without the need for a shared asset such as an API gateway or ESB. A typical implementation involves lightweight reverse-proxy processes deployed alongside each service process, perhaps in a separate container. These proxies communicate with service registries, identity providers, log aggregators, and so on. Service interoperability and observability are gained through a shared implementation of this proxy but not a shared runtime instance. We've advocated for a decentralized approach to microservice management for some time and are happy to see this consistent pattern emerge. Open source projects such as <a href=""http://linkerd.io/"">linkerd</a> and <a href=""http://istio.io/"">Istio</a> will continue to mature and make service meshes even easier to implement.</p>"
Sidecars for endpoint security,assess,techniques,FALSE,FALSE,FALSE,"<p>Microservices architecture, with a large number of services exposing their assets and capabilities through APIs and an increased attack surface, demand a zero trust security architecture — ‘never trust, always verify’. However, enforcing security controls for communication between services is often neglected, due to increased service code complexity and lack of libraries and language support in a polyglot environment. To get around this complexity, some teams delegate security to an out-of-process sidecar — a process or a container that is deployed and scheduled with each service sharing the same execution context, host and identity. Sidecars implement security capabilities, such as transparent encryption of the communication and TLS (Transport Layer Security) termination, as well as authentication and authorization of the calling service or the end user. We recommend you look into using <a href=""http://istio.io/"">Istio</a>, <a href=""http://linkerd.io/"">linkerd</a> or <a href=""http://github.com/envoyproxy/envoy"">Envoy</a> before implementing your own <strong>sidecars for endpoint security</strong>.</p>"
The three Rs of security,assess,techniques,FALSE,FALSE,FALSE,"<p>Traditional approaches to enterprise security often emphasize locking things down and slowing the pace of change. However, we know that the more time an attacker has to compromise a system, the greater the potential damage. <a href=""http://builttoadapt.io/the-three-r-s-of-enterprise-security-rotate-repave-and-repair-f64f6d6ba29d"">The three Rs of enterprise security</a> — rotate, repair and repave — take advantage of infrastructure automation and continuous delivery to eliminate opportunities for attack. Rotating credentials, applying patches as soon as they're available and rebuilding systems from a known, secure state — all within a matter of minutes or hours — makes it harder for attackers to succeed. <strong>The three Rs of security</strong> technique is made feasible with the advent of modern cloud-native architectures. When applications are deployed as containers, and built and tested via a completely automated pipeline, a security patch is just another small release that can be sent through the pipeline with one click. Of course, in keeping with best distributed systems practices, developers need to design their applications to be resilient to unexpected server outages. This is similar to the impact of implementing <a href=""https://www.thoughtworks.com/radar/tools/chaos-monkey"">Chaos Monkey</a> within your environment.</p>"
Generic cloud usage,hold,techniques,TRUE,FALSE,FALSE,"<p>The major cloud providers continue to add new features to their clouds at a rapid pace, and under the banner of <a href=""https://www.thoughtworks.com/radar/techniques/polycloud"">Polycloud</a> we've suggested using multiple clouds in parallel, to mix and match services based on the strengths of each provider’s offerings. Increasingly, we're seeing organizations prepare to use multiple clouds — not to benefit from individual provider’s strengths, though, but to avoid vendor ""lock-in"" at all costs. This, of course, leads to <strong>generic cloud usage</strong> , only using features that are present across all providers, which reminds us of the lowest common denominator scenario we saw 10 years ago when companies avoided many advanced features in relational databases in an effort to remain vendor neutral. The problem of lock-in is real. However, instead of treating it with a sledgehammer approach, we recommend looking at this problem from the perspective of exit costs and relate those to the benefits of using cloud-specific features.</p>"
Recreating ESB antipatterns with Kafka,hold,techniques,FALSE,FALSE,FALSE,"<p>Kafka is becoming very popular as a messaging solution, and along with it, <a href=""https://www.thoughtworks.com/radar/platforms/kafka-streams"">Kafka Streams</a> is at the forefront of the wave of interest in streaming architectures. Unfortunately, as they start to embed Kafka at the heart of their data and application platforms, we're seeing some organizations <strong>recreating ESB antipatterns with Kafka</strong> by centralizing the Kafka ecosystem components — such as connectors and stream processors — instead of allowing these components to live with product or service teams. This reminds us of seriously problematic ESB antipatterns, where more and more logic, orchestration and transformation were thrust into a centrally managed ESB, creating a significant dependency on a centralized team. We're calling this out to dissuade further implementations of this flawed pattern.</p>"
.NET Core,adopt,platforms,FALSE,TRUE,FALSE,"<p>Our teams have confirmed that <a href=""http://www.microsoft.com/net/core""><strong>.NET Core</strong></a> has reached a level of maturity that makes it the default for .NET server applications. The open source .NET Core framework enables the development and deployment of .NET applications on Windows, macOS and Linux with first-class cross-platform tooling. Microsoft provides blessed Docker images which make it easy to deploy .NET Core applications in a containerized environment. Positive directions in the community and feedback from our projects indicate that .NET Core is the future for .NET development.</p>"
Kubernetes,adopt,platforms,FALSE,FALSE,FALSE,"<p>Since we last mentioned <strong>Kubernetes</strong> in the Radar, it has become the default solution for most of our clients when deploying containers into a cluster of machines. The alternatives didn’t capture as much mindshare, and in some cases our clients are even changing their ‘engine’ to Kubernetes. Kubernetes has become the container orchestration platform of choice for major public cloud platforms, including Microsoft's Azure Container Service and Google Cloud (see the <a href=""https://www.thoughtworks.com/radar/platforms/gke"">GKE</a> blip). And there are many useful products enriching the fast-growing Kubernetes ecosystem. Platforms that try to hide Kubernetes under an abstraction layer, however, have yet to prove themselves.</p>"
Azure,trial,platforms,FALSE,TRUE,FALSE,"<p>Microsoft has steadily improved <a href=""http://azure.microsoft.com""><strong>Azure</strong></a> and today not much separates the core cloud experience provided by the major cloud providers – Amazon, Google and Microsoft. The cloud providers seem to agree and seek to differentiate themselves in other areas such as features, services and cost structure. Microsoft is the provider who shows real interest in the legal requirements of European companies. They’ve a nuanced and plausible strategy, including unique offerings such as <a href=""http://azure.microsoft.com/en-us/global-infrastructure/germany/"">Azure Germany</a> and <a href=""https://www.thoughtworks.com/radar/platforms/azure-stack"">Azure Stack</a>, which gives some certainty to European companies in anticipation of the <a href=""http://www.thoughtworks.com/insights/blog/gdpr-it-s-time-rethink-your-approach-privacy"">GDPR</a> and possible legislative changes in the United States.</p>"
CircleCI,trial,platforms,FALSE,FALSE,FALSE,"<p><a href=""http://circleci.com/""><strong>CircleCI</strong></a> is a continuous integration engine offered as SaaS and on premise. CircleCI has been the go-to SaaS CI tool for many of our development teams, who needed a low-friction and easy-to-setup build and deployment pipeline. CircleCI version 2.0 supports workflows of build jobs, with fan-in and fan-out flows and manual gates, as well as mobile development. It allows developers to run the pipelines locally and easily integrates with Slack and other notification and alerting systems. We recommend you take a closer look at the <a href=""http://circleci.com/security/"">security practices of CircleCI</a>, just as you would with any other SaaS product that hosts your company’s assets.</p>"
Contentful,trial,platforms,TRUE,FALSE,FALSE,"<p>Headless Content Management Systems (CMSes) are becoming a common component of digital platforms. <a href=""http://www.contentful.com/""><strong>Contentful</strong></a> is a modern headless CMS that our teams have successfully integrated into their development workflows. We particularly like its API-first approach and implementing <a href=""http://www.contentful.com/r/knowledgebase/cms-as-code/"">CMS as Code</a>. It supports powerful content modelling primitives as code and content model evolution scripts, which allow treating it as other data store schemas and applying <a href=""http://martinfowler.com/articles/evodb.html"">evolutionary database design</a> practices to CMS development. Other notable features that we’ve liked include inclusion of two CDNs by default to deliver media assets and JSON documents, good support for localization, and the ability — albeit with some effort — to integrate with <a href=""https://www.thoughtworks.com/radar/platforms/auth0"">Auth0</a>.</p>"
EMQ,trial,platforms,TRUE,FALSE,FALSE,"<p><a href=""http://emqtt.io""><strong>EMQ</strong></a> is a scalable open source multiplatform MQTT broker. It’s written in <a href=""http://github.com/erlang/otp"">Erlang/OTP</a> for higher performance, handling millions of concurrent connections. It supports multiple protocols including <a href=""http://mqtt.org/"">MQTT</a>, <a href=""http://mqtt.org/2013/12/mqtt-for-sensor-networks-mqtt-sn"">MQTT Sensor Networks</a>, <a href=""http://coap.technology/"">CoAP</a> as well as <a href=""http://tools.ietf.org/html/rfc6455"">WebSockets</a>, making it suitable for both IoT and mobile devices. We’ve started using EMQ in our projects and have enjoyed its ease of installation and use, its ability to route messages to different destinations including <a href=""https://www.thoughtworks.com/radar/tools/apache-kafka"">Kafka</a> and PostgreSQL, as well as its API-driven approach for its monitoring and configuration.</p>"
Flood IO,trial,platforms,FALSE,FALSE,FALSE,"<p>Load testing became easier with the maturity of tools such as <a href=""https://www.thoughtworks.com/radar/tools/gatling"">Gatling</a> and <a href=""https://www.thoughtworks.com/radar/tools/locust"">Locust</a>. At the same time, elastic cloud infrastructures make it possible to simulate a large number of client instances. We're delighted to see Flood and other cloud platforms go further by leveraging these technologies. <a href=""http://flood.io/""><strong>Flood IO</strong></a> is an SaaS load-testing service that helps to distribute and execute testing scripts across hundreds of servers in the cloud. Our teams find it simple to migrate performance testing to Flood by reusing existing Gatling scripts.</p>"
GKE,trial,platforms,FALSE,TRUE,FALSE,"<p>While the software development ecosystem is converging on <a href=""https://www.thoughtworks.com/radar/platforms/kubernetes"">Kubernetes</a> as the orchestration platform for containers, running Kubernetes clusters remains operationally complex. Google Kubernetes Engine ( <strong>GKE</strong> ) is a managed Kubernetes solution for deploying containerized applications that alleviates the operational overhead of running and maintaining Kubernetes clusters. Our teams have had a good experience using GKE, with the platform doing the heavy lifting of applying security patches, monitoring and auto-repairing the nodes, and managing multicluster and multiregion networking. In our experience, Google's API-first approach in exposing platform capabilities, as well as using industry standards such as <a href=""https://www.thoughtworks.com/radar/platforms/oauth"">OAuth</a> for service authorisation, improve the developer experience. It's important to consider that GKE is under rapid development with many of its APIs in beta release which, despite the developers' best efforts to abstract consumers from underlying changes, can impact you. We're expecting continuous improvement around maturity of <a href=""https://www.thoughtworks.com/radar/tools/infrastructure-as-code"">infrastructure as code</a> with <a href=""http://www.terraform.io/docs/providers/google/r/container_cluster.html"">Terraform on GKE</a> and similar tools.</p>"
Google Cloud Platform,trial,platforms,FALSE,FALSE,FALSE,"<p>As <a href=""http://cloud.google.com/free/ce1/""><strong>Google Cloud Platform</strong></a> (GCP) has expanded in terms of available geographic regions and maturity of services, customers globally can now seriously consider it for their cloud strategy. In some areas, GCP has reached feature parity with its main competitor, Amazon Web Services, while in other areas it has differentiated itself — notably with accessible machine learning platforms, data engineering tools, and a workable Kubernetes as a service solution (<a href=""https://www.thoughtworks.com/radar/platforms/gke"">GKE</a>). In practice, our teams have nothing but praise for the developer experience working with the GCP tools and APIs.</p>"
Keycloak,trial,platforms,FALSE,FALSE,FALSE,"<p>In a <a href=""https://www.thoughtworks.com/radar/techniques/microservices"">microservice</a>, or any other distributed architecture, one of the most common needs is to secure the services or APIs through authentication and authorization features. This is where <a href=""http://www.keycloak.org/""><strong>Keycloak</strong></a> comes in. Keycloak is an open source identity and access management solution that makes it easy to secure applications or microservices with little to no code. It supports single sign-on, social login and standard protocols such as <a href=""http://openid.net/connect/"">OpenID Connect</a>, <a href=""http://oauth.net/2/"">OAuth 2.0</a> and <a href=""http://en.wikipedia.org/wiki/Security_Assertion_Markup_Language"">SAML</a> out of the box. Our teams have been using this tool and plan to keep using it for the foreseeable future. But it requires a little work to set up. Because configuration happens both at initialization and at runtime through APIs, it's necessary to write scripts to ensure deployments are repeatable.</p>"
Kong API Gateway,trial,platforms,FALSE,TRUE,FALSE,"<p><a href=""http://getkong.org/"">Kong</a> is an <a href=""http://github.com/Kong/kong"">open source API gateway</a> which also comes as an <a href=""http://konghq.com/kong-enterprise-edition/"">enterprise product</a> integrating with proprietary API analytics and a developer portal. Kong can be deployed, in a variety of configurations, as an edge API gateway, as an internal API proxy, or even as a sidecar in a <a href=""https://www.thoughtworks.com/radar/techniques/service-mesh"">service mesh</a> configuration. <a href=""http://openresty.org/en/"">OpenResty</a>, through its Nginx modules, provides a strong and performant foundation, with Lua plugins for extensions. Kong can either use PostgreSQL for single-region deployments or Cassandra for multiregion configurations. Our developers have enjoyed Kong's high performance, its API-first approach (which enables automation of its configuration) and its ease of deployment as a container. <strong>Kong API Gateway</strong> , unlike <a href=""https://www.thoughtworks.com/radar/platforms/overambitious-api-gateways"">overambitious API gateways</a>, has a smaller set of features but it implements the essential set of API gateway capabilities such as traffic control, security, logging, monitoring and authentication.</p>"
WeChat,trial,platforms,FALSE,FALSE,FALSE,"<p><strong>WeChat</strong> , often seen as a WhatsApp equivalent, is becoming the de facto business platform in China. Many people may not know but WeChat is also one of the most popular online payment platforms. With the app's built-in CMS and membership management, small businesses are now conducting their commerce entirely on WeChat. Through the Service Account feature, large organizations can interface their internal system to their employees. Given that more than 70 percent of Chinese people are using WeChat, it's an important consideration for businesses that want to expand into the China market.</p>"
AWS Fargate,assess,platforms,TRUE,FALSE,FALSE,"<p><a href=""http://aws.amazon.com/fargate/""><strong>AWS Fargate</strong></a> is a recent entry into the docker-as-a-service space, currently limited to the US-East-1 region. For teams using <a href=""https://www.thoughtworks.com/radar/platforms/aws-ecs"">AWS Elastic Container Service</a> (ECS), AWS Fargate is a good alternative without having to manage, provision and configure any underlying EC2 instances or clusters. Fargate allows defining (ECS or <a href=""http://aws.amazon.com/eks/"">EKS – ECS for Kubernetes</a>) tasks as a Fargate type, and they will run on the AWS Fargate infrastructure. If you like the focus on business functionality that <a href=""https://www.thoughtworks.com/radar/platforms/aws-lambda"">AWS Lambda</a> gives you, Fargate is the closest you can get when applications can't be deployed as single functions.</p>"
Azure Service Fabric,assess,platforms,FALSE,FALSE,FALSE,"<p><strong>Azure Service Fabric</strong> is a distributed systems platform built for microservices and containers. It can act as a PaaS with its reliable services, or like a container orchestrator with its ability to manage containers. What distinguishes Service Fabric though are programming models such as <a href=""https://docs.microsoft.com/en-us/azure/service-fabric/service-fabric-reliable-actors-introduction"">Reliable Actors</a> built on top of reliable services. When it comes to IoT use cases, for example, Reliable Actors offers some compelling advantages — in addition to the reliability and platform benefits of being on Service Fabric, you also get its state management and replication capabilities. In keeping with continued focus on open source software (OSS), Microsoft will be transitioning Service Fabric to an <a href=""https://blogs.msdn.microsoft.com/azureservicefabric/2018/03/14/service-fabric-is-going-open-source/"">open development process on Github</a>. All this makes Azure Service Fabric worth trialling — particularly for organizations who are invested in the .NET framework.</p>"
Azure Stack,assess,platforms,TRUE,FALSE,FALSE,"<p>Cloud computing brings significant benefits over self-hosted virtualized solutions but sometimes data simply cannot leave an organization’s premises, usually for latency or regulatory reasons. For European companies, the current political climate also raises more concerns about placing data in the hands of US-based entities. With <a href=""http://azure.microsoft.com/en-us/overview/azure-stack/""><strong>Azure Stack</strong></a>, Microsoft adds an interesting offering as a middle ground between full-featured public clouds and simple on-premises virtualization: a slimmed-down version of the software that runs Microsoft’s Azure Global cloud is combined with a rack of preconfigured commodity hardware from the usual suspects like HP and Lenovo, providing an organization with the core Azure experience on premises. By default, support is split between Microsoft and the hardware vendors (and they promise to cooperate), but system integrators can offer complete Azure Stack solutions, too.</p>"
Cloud Spanner,assess,platforms,FALSE,FALSE,FALSE,"<p><a href=""http://cloud.google.com/spanner/""><strong>Cloud Spanner</strong></a> is a fully managed relational database service offering high availability and strong consistency without compromising latency. Google has been working on a globally distributed database called Spanner for quite some time. It has recently released the service to the outside world as Cloud Spanner. You can scale your database instance from one to thousands of nodes across the globe without worrying about data consistency. By levering <a href=""http://cloud.google.com/spanner/docs/true-time-external-consistency"">TrueTime</a>, a highly available and distributed clock, Cloud Spanner provides strong consistency for reads and snapshots. You can use standard SQL to read data from Cloud Spanner, but for write operations you have to use their RPC API. Although not all services would require a global-scale distributed database, the general availability of Cloud Spanner is a big shift in the way we think about databases. And its design is influencing open source products such as <a href=""http://github.com/cockroachdb/cockroach"">CockroachDB</a>.</p>"
Corda,assess,platforms,FALSE,FALSE,FALSE,"<p>After thorough exploration, R3, an important player in the blockchain space, realized that blockchain doesn't fit their purpose well, so they created <strong><a href=""http://www.corda.net"">Corda</a></strong>. Corda is a distributed ledger technology (DLT) platform focused on the financial field. R3 have a very clear value proposition and know that their problem requires a pragmatic technology approach. This matches our own experience; current blockchain solutions may not be the reasonable choice for some business cases, due to mining costs and operational inefficiency. Although the development experience we have on Corda thus far has not been the smoothest, <a href=""http://docs.corda.net/releases/release-V1.0/api-index.html#internal-apis-and-stability-guarantees"">APIs are still unstable after v1.0 release</a>, we expect to see the DLT space mature further.</p>"
