name,ring,quadrant,isNew,status,description
AI-aided test-first development,assess,techniques,TRUE,new,"<p>Like many in the software industry, we've been exploring the rapidly evolving AI tools that can support us in writing code. We see many people feed <a href=""https://www.thoughtworks.com/radar/tools/chatgpt"">ChatGPT</a> with an implementation, and then ask it to generate tests for that implementation. However, because we're big believers in TDD, and we don't always want to feed an external model with our potentially sensitive implementation code, one of our experiments in this space is a technique we call <strong><a href=""https://martinfowler.com/articles/2023-chatgpt-xu-hao.html"">AI-aided test-first development</a></strong>. In this approach, we get ChatGPT to generate tests for us, and then a developer implements the functionality. Specifically, we first describe the tech stack and the design patterns we're using in a prompt ""fragment"" that is reusable across multiple use cases. Then we describe the specific feature we want to implement, including the acceptance criteria. Based on all that, we ask ChatGPT to generate an implementation plan for that feature in our architectural style and tech stack. Once we sanity check that implementation plan, we ask it to generate tests for our acceptance criteria.</p><br><br><p>This approach has worked surprisingly well for us: It required the team to come up with a concise description of their architectural style and helped junior developers and new team members code features aligned with the team’s existing style. The main drawback of this approach is that even though we don't give the model our source code, we still feed it potentially sensitive information such as our tech stack and feature descriptions. Teams should ensure they're working with their legal advisors to avoid any intellectual property issues, at least until a ""for business"" version of these AI tools becomes available.</p>"
Domain-specific LLMs,assess,techniques,TRUE,new,"<p>We've featured large language models (LLMs) like <a href=""https://www.thoughtworks.com/radar/techniques/bert"">BERT</a> and <a href=""https://www.thoughtworks.com/radar/languages-and-frameworks/ernie"">ERNIE</a> in the Radar before; <strong>domain-specific LLMs</strong>, however, are an emerging trend. Fine-tuning general-purpose LLMs with domain-specific data can tailor them for various tasks, including information retrieval, customer support augmentation and content creation. This practice has shown promising results in industries like <a href=""https://www.linkedin.com/news/story/pwc-lawyers-get-an-ai-helper-5581124/"">legal</a> and finance, as demonstrated by <a href=""https://opennyai.org/"">OpenNyAI</a> for legal document analysis. With more organizations experimenting with LLMs and new models like GPT4 being released, we can expect more domain-specific use cases in the near future.</p><br><br><p>However, there are challenges and pitfalls to consider. First, LLMs can be confidently wrong, so it's essential to build mechanisms into your process to ensure the accuracy of results. Second, third-party LLMs may retain and re-share your data, posing a risk to proprietary and confidential information. Organizations should carefully review the terms of use and trustworthiness of providers or consider training and running LLMs on an infrastructure they control. As with any new technology, businesses must tread carefully, understanding the implications and risks associated with LLM adoption.</p>"
Intelligent guided accessibility tests,assess,techniques,TRUE,new,"<p>It can be a bit daunting to make a web application compliant with assistive technologies when you yourself never use them, and you feel like you don't yet know anything about directives like the <a href=""https://en.wikipedia.org/wiki/Web_Content_Accessibility_Guidelines"">Web Content Accessibility Guidelines (WCAG)</a>. <strong>Intelligent guided accessibility tests</strong> are one category of tools that help test if you've done the right thing without needing to be an expert on accessibility. These tools are browser extensions that scan your website, summarize how assistive technology would interpret it and then ask you a set of questions to confirm whether the structure and elements you created are as intended. We've used <a href=""https://docs.deque.com/devtools-html/4.0.0/en/devtools-igt"">axe DevTools</a>, <a href=""https://accessibilityinsights.io/docs/web/overview/"">Accessibility Insights for Web</a> or the <a href=""https://www.tpgi.com/arc-platform/arc-toolkit/"">ARC Toolkit</a> on some of our projects.</p>"
Logseq as team knowledge base,assess,techniques,TRUE,new,"<p>Team knowledge management is a familiar concept with teams using tools such as wikis to store information and onboard new team members. Some of our teams now prefer to use <strong><a href=""https://logseq.com/"">Logseq</a> as a team knowledge base</strong>. An open-source knowledge-management system, Logseq is powered by a graph database, helps users organize thoughts, notes and ideas and can be adapted for team use with Git-based storage. Logseq allows teams to build a democratic and accessible knowledge base, providing each member with a personalized learning journey and facilitating efficient onboarding. However, as with any knowledge management tool, teams will need to apply good curation and management of their knowledge base to avoid information overload or disorganization.</p><br><br><p>While similar functionality is available in tools like <a href=""https://www.thoughtworks.com/radar/tools/obsidian"">Obsidian</a>, the key difference lies in Logseq's focus on consumption, with paragraph-based linking enabling team members to quickly find the relevant context without having to read an entire article.</p>"
Prompt engineering,assess,techniques,TRUE,new,"<p><strong>Prompt engineering</strong> refers to the process of designing and refining prompts for generative AI models to obtain high-quality responses from the model. This involves carefully crafting prompts that are specific, clear and relevant to the desired task or application in order to elicit useful outputs from the model. Prompt engineering aims to enhance large language model (LLM) capabilities in tasks like question answering and arithmetic reasoning or in domain-specific contexts. For software creation, you might use prompt engineering to get an LLM to write a story, an API or a test suite based on a brief conversation with a stakeholder or some notes. Developing effective prompting techniques is becoming a valuable skill in working with AI systems. There is debate over whether prompt engineering is an art or science, and potential security risks, such as “prompt injection attacks,” should be considered.</p>"
Reachability analysis when testing infrastructure,assess,techniques,TRUE,new,"<p>When deploying infrastructure as code, we've noticed that a lot of time can be spent diagnosing and repairing production issues that result from systems being unable to communicate with one another. Because the network topology between them can be complex, the entire route may not be traversable even if individual ports and endpoints have been configured correctly. Infrastructure testing practices usually include verifying the right ports are open or closed or that an endpoint can be accessed, but we've only recently begun doing <strong>reachability analysis when testing infrastructure</strong>. The analysis generally involves more than simple yes/no determinations. For example, a tool might traverse and report on multiple routes through transit gateways. This technique is supported by tools across all the major cloud providers. Azure has a service called <a href=""https://learn.microsoft.com/en-us/azure/network-watcher/network-watcher-connectivity-cli"">Network Watcher</a> that can be scripted in automated tests and GCP supports <a href=""https://cloud.google.com/network-intelligence-center/docs/connectivity-tests/concepts/overview"">Connectivity Tests</a>. Now, in AWS, you can test reachability <a href=""https://aws.amazon.com/about-aws/whats-new/2022/11/amazon-vpc-reachability-analyzer-network-analysis-accounts-aws-organization/"">across accounts</a> in the same organization.</p>"
Self-hosted LLMs,assess,techniques,TRUE,new,"<p>Large language models (LLMs) generally require significant GPU infrastructure to operate. We're now starting to see ports, like <a href=""https://github.com/ggerganov/llama.cpp"">llama.cpp</a>, that make it possible to run LLMs on different hardware — including Raspberry Pis, laptops and commodity servers. As such, <strong>self-hosted LLMs</strong> are now a reality, with open-source examples including <a href=""https://huggingface.co/docs/transformers/model_doc/gptj"">GPT-J</a>, <a href=""https://huggingface.co/togethercomputer/GPT-JT-6B-v1"">GPT-JT</a> and <a href=""https://research.facebook.com/publications/llama-open-and-efficient-foundation-language-models"">LLaMA</a>. This approach has several benefits, offering better control in fine-tuning for a specific use case, improved security and privacy as well as offline access. However, you should carefully assess the capability within the organization and the cost of running such LLMs before making the decision to self-host.</p>"
Tracking health over debt,assess,techniques,TRUE,new,"<p>Tracking technical debt is a perennial topic in software delivery organizations. What is <a href=""https://martinfowler.com/bliki/TechnicalDebt.html"">technical debt</a> and what is not? How do you prioritize it? And most importantly, how do you express the value of paying it off to your internal stakeholders? Following the Agile Manifesto’s manner of reasoning — ""while there is value in the item on the right, we value the item on the left more"" — we like the idea of <strong>tracking health over debt</strong>. The folks at REA in Australia share a good <a href=""https://www.rea-group.com/about-us/news-and-insights/blog/what-good-software-looks-like-at-rea/"">example</a> of what such health tracking can look like. They track system ratings in the categories of development, operations and architecture.</p><br><br><p>Focusing on health instead of debt is a more constructive framing. It connects a team to the ultimate value of reducing debt and helps them prioritize it. Every piece of tackled technical debt should ideally be connectable to one of the agreed expectations. Teams should treat the health rating the same as other service-level objectives (SLOs) and prioritize improvements whenever they drop out of the ""green zone"" for a given category.</p>"
Zero trust security for CI/CD,assess,techniques,TRUE,new,"<p>If not properly secured, the infrastructure and tools that run our build and delivery pipelines can become a big liability. Pipelines need access to critical data and systems like source code, credentials and secrets to build and deploy software. This makes these systems very inviting to malicious actors. We therefore highly recommend applying <strong><a href=""https://www.thoughtworks.com/radar/techniques/zero-trust-architecture"">zero trust</a> security for CI/CD</strong> pipelines and infrastructure — trusting them as little as necessary. This encompasses a number of techniques: If available, authenticate your pipelines with your cloud provider via federated identity mechanisms like OIDC, instead of giving them direct access to secrets. Implement the principle of least privilege by minimizing the access of individual user or runner accounts, rather than employing ""god user accounts"" with unlimited access. Use your runners in an ephemeral way instead of reusing them, to reduce the risk of exposing secrets from previous jobs or running jobs on compromised runners. Keep the software in your agents and runners up to date. Monitor the integrity, confidentiality and availability of your CI/CD systems the same way you would monitor your production software.</p><br><br><p>We're seeing teams forget about these types of practices particularly when they’re used to working with a self-managed CI/CD infrastructure in internal network zones. While all of these practices are important in your internal networks, they become even more crucial when using a managed service, as that extends the attack surface and blast radius even more.</p>"
Casual management of webhooks,hold,techniques,TRUE,new,"<p>As remote work continues to increase, so does the adoption of chat collaboration platforms and <a href=""https://www.techtarget.com/searchitoperations/definition/ChatOps"">ChatOps</a>. These platforms often offer webhooks as a simple way to automate sending messages and notifications, but we're noticing a concerning trend: the <strong>casual management of webhooks</strong> — where they’re treated as configuration rather than a secret or credential. This can lead to phishing attacks and compromised internal spaces.</p><br><br><p><a href=""https://en.wikipedia.org/wiki/Webhook"">Webhooks</a> are credentials that offer privileged access to an internal space and may contain API keys that can be easily extracted and utilized directly. Not treating them as secrets opens up the possibility of successful phishing attacks. Webhooks in Git repos can easily be extracted and used to send fraudulent payloads, which the user may not have any way to authenticate. To mitigate this threat, teams handling webhooks need to shift their culture and treat webhooks as sensitive credentials. Software developers building integrations with ChatOps platforms must also be mindful of this risk and ensure that webhooks are handled with proper security measures.</p>"
Lambda pinball,hold,techniques,FALSE,no change,"<p>While <a href=""https://www.thoughtworks.com/radar/techniques/serverless-architecture"">serverless architectures</a> can be extremely useful for solving some problems, they do come with a certain level of complexity, especially when they involve nontrivial execution and data flows across multiple interdependent <a href=""https://www.thoughtworks.com/radar/platforms/aws-lambda"">Lambdas</a> — this can sometimes result in a <strong><a href=""https://twitter.com/ctford/status/1128774411832762369"">Lambda pinball</a></strong> architecture. Our teams have reported that maintaining and testing Lambda pinball architectures can be very challenging: understanding the infrastructure, deployment, diagnosis and debugging can become difficult. At a code level, simple mapping between domain concepts and the multiple Lambdas involved is practically impossible, making any changes and additions challenging. Although we believe serverless is the right fit for some problems and domains, it's not a ""silver bullet"" for every problem, which is why you should try to avoid Lambda pinball. One pattern that can help is to draw a distinction between public and published interfaces and apply domain boundaries with published interfaces between them.</p>"
Planning for full utilization,hold,techniques,TRUE,new,"<p>While the practice of creating excess capacity in the delivery process is well-known in the <a href=""https://www.amazon.com/Principles-Product-Development-Flow-Generation/dp/1935401009"">product management community</a>, we still see far too many teams <strong>planning for full utilization</strong> of team members. Reserving some capacity during sprint planning generally leads to better predictability <em>and</em> better quality; it promotes team resilience to unexpected events like illnesses, production issues, unexpected product requests and tech debt, while also allowing productive activities like team building and ideation that can lead to product innovation. Running at less than full utilization means teams can be more thoughtful about the robustness of the resulting software and pay closer attention to the right observability signals. Our experience is that a fully utilized team leads to a collapse in throughput as well, just as a fully utilized highway creates slow and demoralizing traffic. For example, when one of our teams had unpredictable support issues, they saw a 25% increase in throughput and a 50% decrease in cycle time volatility by planning feature velocity based on only two of the three developer pairs' capacities.</p>"
Contentful,adopt,platforms,FALSE,no change,"<p>Headless content management systems have become a common component of digital platforms. <strong><a href=""http://www.contentful.com/"">Contentful</a></strong> is still our default choice in this space, but new entrants like <a href=""https://www.thoughtworks.com/radar/platforms/strapi"">Strapi</a> have impressed us too. We particularly like Contentful's API-first approach and implementation of <a href=""http://www.contentful.com/r/knowledgebase/cms-as-code/"">CMS as code</a>. It supports powerful content modeling primitives as code and content model evolution scripts, which allow it to be treated like other data store schemas and enable <a href=""http://martinfowler.com/articles/evodb.html"">evolutionary database design</a> practices to be applied to CMS development. Recently, Contentful has released an <a href=""https://www.contentful.com/developers/docs/extensibility/app-framework/"">app framework</a> to write apps that make it easier to adapt Contentful to individual business processes and to integrate with other services. Apps can be built by and for a specific organization but a marketplace for apps is emerging, too.</p>"
GitHub Actions,adopt,platforms,FALSE,moved in,"<p><strong><a href=""https://docs.github.com/en/actions"">GitHub Actions</a></strong> has become a default starting point for many teams that need to get CI or CD up and running quickly in a greenfield environment. Among other things, it can take on more complex workflows and call other actions in composite actions. Although the ecosystem in <a href=""https://github.com/marketplace?type=actions"">GitHub Marketplace</a> continues to grow, we still urge caution in giving third-party GitHub Actions access to your build pipeline. We recommend following GitHub's advice on <a href=""https://docs.github.com/en/actions/security-guides/security-hardening-for-github-actions"">security hardening</a> to avoid sharing secrets in insecure ways. However, the convenience of creating your build workflow directly in GitHub next to your source code combined with the ability to run GitHub Actions locally, using open-source tools such as <a href=""https://github.com/nektos/act"">act</a>, is a compelling option that has streamlined the setup and onboarding of our teams.</p>"
K3s,adopt,platforms,FALSE,moved in,"<p><strong><a href=""https://k3s.io/"">K3s</a></strong> remains our default <a href=""https://www.thoughtworks.com/radar/platforms/kubernetes"">Kubernetes</a> distribution for edge computing needs and resource-constrained environments. It's a lightweight, fully compliant Kubernetes but with reduced operational overhead. It uses <a href=""https://docs.python.org/3/library/sqlite3.html"">sqlite3</a> as the default storage backend instead of <a href=""https://etcd.io/"">etcd</a>. It has a reduced memory footprint because it runs all relevant components in a single process. We've used K3s in environments like industrial control systems and point-of-sale machines, and we're quite happy with our decision. With the K3s runtime containerd now <a href=""https://github.com/containerd/runwasi"">supporting wasm</a>, K3s can run and manage <a href=""https://www.thoughtworks.com/radar/languages-and-frameworks/webassembly"">WebAssembly</a> workloads directly, further reducing the runtime overhead.</p>"
Apache Hudi,trial,platforms,TRUE,new,"<p><strong><a href=""https://hudi.apache.org/"">Apache Hudi</a></strong> is an open-source data lake platform that brings ACID transactional guarantees to the data lake. Our teams have had a great experience using Hudi in a high-volume, high-throughput scenario with real-time inserts and upserts. We particularly like the flexibility Hudi offers for customizing the compaction algorithm which helps in dealing with ""small files"" problems. Apache Hudi falls in the same category as <a href=""https://www.thoughtworks.com/radar/platforms/delta-lake"">Delta Lake</a> and <a href=""https://www.thoughtworks.com/radar/platforms/apache-iceberg"">Apache Iceberg</a>. They all support similar features, but each differs in the underlying implementations and detailed feature lists.</p>"
Arm in the cloud,trial,platforms,TRUE,new,"<p><a href=""https://www.arm.com/markets/computing-infrastructure/cloud-computing"">Arm compute instances in the cloud</a> have become increasingly popular over the past few years due to their cost and energy efficiency compared to traditional x86-based instances. Many cloud providers now offer Arm-based instances, including <a href=""https://aws.amazon.com/ec2/graviton/"">AWS</a>, <a href=""https://azure.microsoft.com/blog/azure-virtual-machines-with-ampere-altra-arm-based-processors-generally-available/"">Azure</a> and <a href=""https://cloud.google.com/blog/products/compute/tau-t2a-is-first-compute-engine-vm-on-an-arm-chip"">GCP</a>. The cost benefits of running <strong>Arm in the cloud</strong> can be particularly beneficial for businesses that run large workloads or need to scale. Based on our experiences we recommend Arm compute instances for all workloads unless there are architecture-specific dependencies. The tooling to support multiple architectures, like <a href=""https://www.docker.com/blog/multi-arch-build-and-images-the-simple-way/"">multi-arch docker images</a>, also simplify build and deploy workflows.</p>"
Ax,trial,platforms,TRUE,new,"<p>Faced with the challenge of exploring large configuration spaces, where it may take a significant amount of time to evaluate a given configuration, teams can turn to adaptive experimentation, a machine-guided, iterative process to find optimal solutions in a resource-efficient manner. <strong><a href=""https://ax.dev/"">Ax</a></strong> is a platform for managing and automating adaptive experiments, including machine learning experiments, A/B tests and simulations. Currently, it supports two optimization strategies: Bayesian optimization using <a href=""https://botorch.org/docs/botorch_and_ax"">BoTorch</a>, which is built on top of <a href=""https://www.thoughtworks.com/radar/languages-and-frameworks/pytorch"">PyTorch</a>, and <a href=""https://www.thoughtworks.com/radar/techniques/contextual-bandits"">contextual bandits</a>. Facebook, when <a href=""https://ai.facebook.com/blog/open-sourcing-ax-and-botorch-new-ai-tools-for-adaptive-experimentation/"">releasing Ax and BoTorch</a>, described use cases like increasing the efficiency of back-end infrastructure, tuning ranking models and optimizing hyperparameter search for a machine learning platform. We've had good experiences using Ax for a variety of use cases, and while tools for hyperparameter tuning exist, we're unaware of a platform that provides functionality in a scope similar to Ax.</p>"
DuckDB,trial,platforms,FALSE,moved in,"<p><strong><a href=""https://duckdb.org/"">DuckDB</a></strong> is an embedded, columnar database for data science and analytical workloads. Data analysts usually load the data locally in tools like <a href=""https://pandas.pydata.org/"">pandas</a> or <a href=""https://github.com/Rdatatable/data.table"">data.table</a> to quickly analyze patterns and form hypotheses before scaling the solution in the server. However, we're now using DuckDB for such use cases, because it unlocks the potential to do larger than memory analysis. DuckDB supports <a href=""https://duckdb.org/2022/05/27/iejoin.html"">range joins</a>, vectorized execution and multiversion concurrency control (MVCC) for large transactions, and our teams are quite happy with it.</p>"
Feature Store,trial,platforms,FALSE,moved in,"<p>Any software system needs to properly represent the given domain in which it is employed and should always be informed by key aims and goals. Machine learning (ML) projects are no different. <a href=""https://en.wikipedia.org/wiki/Feature_engineering"">Feature engineering</a> is a crucial aspect of engineering and designing ML software systems. <strong><a href=""https://www.featurestore.org/"">Feature Store</a></strong> is a related architectural concept to facilitate the identification, discovery and monitoring of the features pertinent to the given domain or business problem. Implementing this concept involves a combination of architectural design, data engineering and infrastructure management to create a scalable, efficient and reliable ML system. From a tooling perspective, you can find open-source and fully managed platforms, but they're only one part of this concept. In the end-to-end design of ML systems, implementing a feature store enables the following capabilities: the ability to (1) define the right features; (2) enhance reusability and make features consistently available regardless of the type of model, which also includes setting up the feature engineering pipelines that curate data as described in the feature store; (3) enable feature discovery and (4) enable feature serving. Our teams leverage feature stores in production to reap these benefits for end-to-end ML systems.</p>"
RudderStack,trial,platforms,TRUE,new,"<p><strong><a href=""https://www.rudderstack.com/"">RudderStack</a></strong> is a customer data platform (CDP) that makes it easy to store data in a data warehouse or data lake. This approach, increasingly known as Headless CDP, separates the CDP's features from its user interface and emphasizes configurability through APIs and the data warehouse/lake as primary storage. As expected from a product in this category, RudderStack has a rich repository of integrations with third-party products (both as source and sink) and the ability to ingest custom events. RudderStack has both a commercial offering and a self-hosted OSS version with functionality limitations.</p>"
Strapi,trial,platforms,TRUE,new,"<p><strong><a href=""https://strapi.io/"">Strapi</a></strong> is an open-source, NodeJS-based, headless content management system (CMS) similar to <a href=""https://www.thoughtworks.com/radar/platforms/contentful"">Contentful</a>. It has been around for a while, and we've used it successfully in a few projects. Strapi provides both REST and GraphQL APIs, has comprehensive documentation, features an easy-to-use data model API and supports customizing both UI and logic.</p>"
TypeDB,trial,platforms,TRUE,new,"<p><strong><a href=""https://github.com/vaticle/typedb"">TypeDB</a></strong> is a knowledge graph database, designed to work with intricate data relationships which makes it easier to query and analyze large data sets. TypeDB's <a href=""https://github.com/vaticle/typeql"">TypeQL</a> query language has a SQL-like syntax which eases the learning curve for schema definition, querying and exploration. TypeDB comes with a variety of tools that make it easier to work with the database, including a command-line interface and a graphical user interface, <a href=""https://github.com/vaticle/typedb-studio"">TypeDB Studio</a>, which provides some features for working with TypeDB, such as managing schemas, querying data, visualizing relationships or even collaborating with others. There is a good deal of <a href=""https://docs.vaticle.com/docs/general/introduction"">documentation</a> available and an active community for support. Our teams used it to build knowledge graphs of taxonomic concepts across different databases and took advantage of its strong inference capabilities by adding new inference rules increasing efficiency and reducing workload. With its intuitive developer experience and supportive community, TypeDB is a good candidate to consider for any team looking to build data solutions that depend on complex data relationships, including natural language data, recommendation engines and knowledge graphs.</p>"
