name,ring,quadrant,isNew,hasMovedIn,hasMovedOut,description
Hosting PII data in the EU,assess,techniques,TRUE,FALSE,FALSE,"<p>In a number of countries around the world, we see government agencies seeking broad access to private, personally identifiable information (PII). In the EU, the highest court has invalidated the Safe Harbor framework, and Privacy Shield, its successor, is expected to be challenged too. At the same time, the use of cloud computing is increasing, and all the major cloud providers—Amazon, Google and Microsoft—offer multiple data centers and regions within the European Union. Therefore, we recommend that companies, especially those with a global user base, assess the feasibility of a safe haven for their users' data, protected by the most progressive privacy laws, by <strong>Hosting PII in the EU</strong>.</p>"
Monitoring of invariants,assess,techniques,FALSE,FALSE,FALSE,"<p>In monitoring, the common approach is to conceive of erroneous conditions and set alerts when these appear. But it’s often difficult to enumerate the myriad failure modes in a software system. <strong>Monitoring of invariants</strong> is a complementary approach to setting expected normal ranges, often by examining historical behavior, and alerting whenever a system goes outside those bounds.</p>"
OWASP ASVS,assess,techniques,TRUE,FALSE,FALSE,""
Serverless architecture,assess,techniques,TRUE,FALSE,FALSE,"<p><strong>Serverless architecture</strong> replaces long-running virtual machines with ephemeral compute power that comes into existence on request and disappears immediately after use. Examples include <a href=""https://www.firebase.com/"">Firebase</a> and <a href=""https://www.thoughtworks.com/radar/platforms/aws-lambda"">AWS Lambda</a>. Use of this architecture can mitigate some security concerns such as security patching and SSH access control, and can make much more efficient use of compute resources. These systems cost very little to operate and can have inbuilt scaling features (this is especially true for AWS Lambda). An example architecture could be a JavaScript app with static assets served by a CDN or S3 coupled with AJAX calls served by the API Gateway and Lambda. While serverless architectures have significant benefits, there are drawbacks too: Deploying, managing and sharing code across services is more complex, and local or offline testing is more difficult if not impossible.</p>"
Unikernels,assess,techniques,TRUE,FALSE,FALSE,""
VR beyond gaming,assess,techniques,TRUE,FALSE,FALSE,""
A single CI instance for all teams,hold,techniques,TRUE,FALSE,FALSE,""
Big Data envy,hold,techniques,TRUE,FALSE,FALSE,"<p>While we've long understood the value of Big Data to better understand how people interact with us, we've noticed an alarming trend of <strong>Big Data envy</strong> : organizations using complex tools to handle ""not-really-that-big” Data. Distributed map-reduce algorithms are a handy technique for large data sets, but many data sets we see could easily fit in a single-node relational or graph database. Even if you do have more data than that, usually the best thing to do is to first pick out the data you need, which can often then be processed on such a single node. So we urge that before you spin up your clusters, take a realistic assessment of what you need to process, and if it fits—maybe in RAM—use the simple option.</p>"
Gitflow,hold,techniques,FALSE,FALSE,FALSE,"<p>We firmly believe that long-lived version-control branches harm valuable engineering practices such as continuous integration, and this belief underlies our dislike for <strong>Gitflow</strong>. We love the flexibility of <a href=""https://git-scm.com"">Git</a> underneath but abhor tools that encourage bad engineering practices. Very short-lived branches hurt less, but most teams we see using Gitflow feel empowered to abuse its branch-heavy workflow, which encourages late integration (therefore discouraging true continuous integration).</p>"
High performance envy/web scale envy,hold,techniques,FALSE,FALSE,FALSE,"<p>We see many teams run into trouble because they have chosen complex tools, frameworks or architectures because they ""might need to scale"". Companies such as Twitter and Netflix need to be able to support extreme loads and so need these architectures, but they also have extremely skilled development teams able to handle the complexity. Most situations do not require these kinds of engineering feats; teams should keep their  <strong>web scale envy</strong> in check in favor of simpler solutions that still get the job done.</p>"
SAFe™,hold,techniques,FALSE,FALSE,FALSE,"<p>The <a href=""http://www.scaledagileframework.com/"">Scaled Agile Framework®</a> (aka  <strong>SAFe™</strong> ) continues to gain mindshare in many organizations at scale. In addition, tools and certification are becoming a significant aspect of the adoption of SAFe™. We continue to be concerned that actual adoptions are prone to over-standardization and are tending towards large release practices, resulting in practices that hinder agile adoption. In its place, we continue to recommend lean approaches that include experimentation and incorporate continuous improvement practices like the Improvement Katas offer organizations a better model for scaling agile.</p><br><br><p>Scaled Agile Framework® and SAFe™ are trademarks of Scaled Agile, Inc.</p>"
Docker,adopt,platforms,FALSE,TRUE,FALSE,""
TOTP Two-Factor Authentication,adopt,platforms,FALSE,FALSE,FALSE,"<p>Password security is still a hotly debated topic with the <a href=""https://www.gov.uk/government/publications/password-policy-simplifying-your-approach/password-policy-executive-summary"">UK government advocating technical controls</a> that let users remember simpler passwords and <a href=""https://www.youtube.com/watch?v=yzGzB-yYKcc"">Edward Snowden’s password advice</a> being described as only ""<a href=""http://www.wired.com/2015/04/snowden-sexy-margaret-thatcher-password-isnt-so-sexy/"">borderline secure</a>"". Passwords are generally one of the weakest links in the security chain, so we recommend employing <strong>two-factor authentication</strong> , which can significantly improve security. <a href=""http://en.wikipedia.org/wiki/Time-based_One-time_Password_Algorithm"">Time-based One-Time Password</a> ( <strong>TOTP</strong> ) is the standard algorithm in this space, with straightforward server-side implementations and free smartphone authenticator apps from <a href=""https://play.google.com/store/apps/details?id=com.google.android.apps.authenticator2"">Google</a> and <a href=""http://www.windowsphone.com/en-us/store/app/authenticator/e7994dbc-2336-4950-91ba-ca22d653759b"">Microsoft</a>.</p>"
AWS Lambda,trial,platforms,FALSE,FALSE,FALSE,"<p>Our teams continue to enjoy using <strong><a href=""https://aws.amazon.com/lambda/"">AWS Lambda</a></strong> and are beginning to use it to experiment with <a href=""https://www.thoughtworks.com/radar/techniques/serverless-architecture"">Serverless architectures</a>, combining Lambda with the <a href=""https://aws.amazon.com/api-gateway/"">API Gateway</a> to produce highly scalable systems with invisible infrastructure. We have run into significant problems using Java for Lambda functions, with erratic latencies up to several seconds as the Lambda container is started. We recommend sticking with JavaScript or Python for the time being.</p>"
Apache Kafka,trial,platforms,FALSE,TRUE,FALSE,""
Apache Mesos,trial,platforms,FALSE,FALSE,FALSE,"<p><strong><a href=""http://mesos.apache.org/"">Mesos</a></strong> is a platform that abstracts out underlying computing resources to make it easier to build massively scalable distributed systems. It can be used to provide a scheduling layer for <a href=""https://www.docker.com/"">Docker</a>, or to act as an abstraction layer to things like AWS. Twitter has used it to great effect to help it scale its infrastructure. Tools built on top of Mesos are starting to appear, such as <a href=""http://nerds.airbnb.com/introducing-chronos/"">Chronos</a>, which is a distributed, fault-tolerant cron replacement. Prominent success stories are appearing, such as <a href=""https://mesosphere.com/blog/2015/04/23/apple-details-j-a-r-v-i-s-the-mesos-framework-that-runs-siri/"">Apple's Siri</a> rearchitecting to use Mesos.</p>"
H2O,trial,platforms,FALSE,FALSE,FALSE,"<p>Predictive analytics are used in more and more products, often directly in end user-facing functionality. <a href=""http://h2o.ai/""><strong>H2O</strong></a> is an interesting open source package (with a startup behind it) that makes predictive analytics accessible to development teams, offering straightforward use of a wide variety of analytics, great performance and easy integration on JVM-based platforms. At the same time it integrates with the data scientists’ favorite tools, R and Python, as well as Hadoop and Spark.</p>"
HSTS,trial,platforms,FALSE,FALSE,FALSE,"<p><a href=""https://www.owasp.org/index.php/HTTP_Strict_Transport_Security"">HTTP Strict Transport Security</a> ( <strong>HSTS</strong> ) is a now widely supported policy that allows websites to protect themselves from downgrade attacks. A downgrade attack in the context of HTTPS is one that can cause users of your site to fall back to HTTP rather than HTTPS, allowing for further attacks such as man-in-the-middle attacks. By using the server header, you inform browsers that they should only use HTTPS to access your website, and should ignore downgrade attempts to contact the site via HTTP. Browser support is now widespread enough that this easy-to-implement feature should be considered for any site using HTTPS.</p>"
Kubernetes,trial,platforms,FALSE,TRUE,FALSE,""
Linux Security Modules,trial,platforms,FALSE,TRUE,FALSE,"<p>In earlier versions of the Radar, we have highlighted the value of <strong>Linux security modules</strong> , talking about how they enable people to think about server hardening as a part of their development workflow. More recently, with <a href=""https://linuxcontainers.org/"">LXC</a> and <a href=""https://www.thoughtworks.com/radar/platforms/docker"">Docker</a> containers now shipping with default <a href=""https://wiki.ubuntu.com/AppArmor"">AppArmor</a> profiles on certain Linux distributions, it has forced the hand of many teams to understand how these tools work. In the event that teams use container images to run any process that they did not themselves create, these tools help them assess questions about who has access to what resources on the shared host and the capabilities that these contained services have, and be conservative in managing levels of access.</p>"
Pivotal Cloud Foundry,trial,platforms,TRUE,FALSE,FALSE,""
Rancher,trial,platforms,FALSE,TRUE,FALSE,""
AWS ECS,assess,platforms,FALSE,FALSE,FALSE,"<p>The <strong><a href=""http://docs.aws.amazon.com/AmazonECS/latest/developerguide/Welcome.html"">Elastic Container Service (ECS)</a></strong> is AWS’ entry into the multihost Docker space. Although there is a lot of competition in this area, there aren’t many off-premises managed solutions out there yet. Although ECS seems like a good first step, we are worried that it is overly complicated at the moment and lacks a good abstraction layer. If you want to run <a href=""https://www.docker.com/"">Docker</a> on AWS, though, this tool should certainly be high on your list. Just don’t expect it to be easy to get started with.</p>"
Amazon API Gateway,assess,platforms,TRUE,FALSE,FALSE,"<p><a href=""https://aws.amazon.com/api-gateway/""><strong>Amazon API Gateway</strong></a> is Amazon's offering enabling developers to expose API services to Internet clients, offering the usual API gateway features like traffic management, monitoring, authentication and authorization. Our teams have been using this service to front other AWS capabilities like AWS Lambda as part of <a href=""https://www.thoughtworks.com/radar/techniques/serverless-architecture"">serverless architectures</a>. We continue to monitor for the challenges presented by <a href=""https://www.thoughtworks.com/radar/platforms/overambitious-api-gateways"">overambitious API gateways</a>, but at this stage Amazon's offering appears to be lightweight enough to avoid those problems.</p>"
Apache Flink,assess,platforms,TRUE,FALSE,FALSE,"<p><strong><a href=""http://flink.apache.org/"">Apache Flink</a></strong> is a new-generation platform for scalable distributed batch and stream processing. At its core is a streaming data-flow engine. It also supports tabular (SQL-like), graph-processing and machine-learning operations. Apache Flink stands out with feature-rich capabilities for stream processing: event time, rich streaming window operations, fault tolerance and exactly-once semantics. While it hasn't reached version 1.0, it has raised significant community interest due to innovations in stream processing, memory handling, state management and simplicity of configuration.</p>"
Bluetooth Mesh,assess,platforms,TRUE,FALSE,FALSE,"<p>While many deployments of smart devices rely on Wi-Fi connectivity, we have been seeing success with <strong>Bluetooth Mesh</strong> networks that don't necessitate a hub or gateway. With better energy usage than Wi-Fi and better smartphone adoption than ZigBee, Bluetooth LE deployed as a self-healing mesh provides interesting new approaches for connecting local device-area networks. We are still waiting for the formal approach to emerge from the Bluetooth SIG but have already had successful deployments. We particularly like the lack of infrastructure required to stand up a decentralized network but still retain the option to ""progressively enhance"" the system with the addition of a gateway and cloud services.</p>"
Ceph,assess,platforms,FALSE,FALSE,FALSE,"<p><strong><a href=""http://ceph.com/"">Ceph</a></strong> is a storage platform that can be used as object storage, as block storage, and as a file system, typically running on a cluster of commodity servers. With its first major release having been in July 2012, Ceph is certainly not a new product. We do want to highlight it on this Technology Radar as an important building block for private clouds. It is particularly attractive because its RADOS Gateway component can expose the object store through a RESTful interface that is compatible with <a href=""https://aws.amazon.com/s3/"">Amazon S3</a> and the <a href=""https://wiki.openstack.org/wiki/Swift"">OpenStack Swift APIs</a>.</p>"
Deflect,assess,platforms,TRUE,FALSE,FALSE,"<p><a href=""https://deflect.ca/""><strong>Deflect</strong></a> is an open source service protecting NGOs, activist and independent media companies from DDoS attacks. Similar to a commercial CDN, it uses distributed reverse-proxy caching and also hides your server IP addresses and blocks public access to admin URLs. Particular effort is put in to combat the botnets typically used for extrajudicial censoring of independent voices.</p>"
ESP8266,assess,platforms,TRUE,FALSE,FALSE,"<p>Our growing ranks of hardware hackers have been excited by the <strong><a href=""http://esp8266.net/"">ESP8266</a></strong> Wi-Fi microcontroller. Rather than a specific technology innovation, it is the combination of low price point and small form factor that has sparked an inflection point in people's thinking about what is now feasible to achieve with custom hardware devices. Its main characteristics are: Wi-Fi capabilities (it can act as station, access point or a combination of both), low power, open hardware, Arduino SDK programmability, Lua programmability, huge community support and low cost compared with other IoT modules.</p>"
MemSQL,assess,platforms,TRUE,FALSE,FALSE,"<p>As Moore's Law predicts, we continue to increase the capacity of computer systems and reduce their cost, and so new processing techniques become possible that only a few years ago would have seemed out of reach. One of these techniques is the in-memory database: Instead of using slow disks or relatively slow SSDs to store data, we can keep it in memory for high performance. One such in-memory database, <a href=""http://www.memsql.com/""><strong>MemSQL</strong></a>, is making waves because it is horizontally scalable across a cluster and provides a familiar SQL-based query language. MemSQL also connects to Spark for analytics against real-time data, rather than stale data in a warehouse.</p>"
Mesosphere DCOS,assess,platforms,FALSE,FALSE,FALSE,"<p><strong><a href=""https://mesosphere.com/product/"">Mesosphere DCOS</a></strong> is a platform built on top of <a href=""http://mesos.apache.org/"">Mesos</a>. It provides an abstraction over underling machines, giving you a pool of storage and compute that allows services built for DCOS to operate at massive scale (Support is already there for Hadoop, Spark and Cassandra, among others). This is probably overkill for more modest workloads at the moment (where plain old Mesos could still be a good fit), but it will be interesting to see if Mesosphere starts trying to position DCOS as a general-purpose system.</p>"
Nomad,assess,platforms,TRUE,FALSE,FALSE,""
Presto,assess,platforms,FALSE,FALSE,FALSE,"<p><strong><a href=""https://prestodb.io/"">Presto</a></strong> is an open source distributed SQL query engine designed and optimized for running interactive analytics workloads. Presto's massively parallel processing architecture - combined with advanced code-generation techniques and in-memory processing pipelines - makes it highly scalable. It supports a large subset of ANSI SQL including complex queries, joins, aggregations and window functions. Presto comes with support for a wide range of data sources including <strong>Hive</strong> , <strong>Cassandra</strong> , <strong>MySQL</strong> and <strong>PostgreSQL</strong> , thereby unifying the interactive analytics interface across data stores of an organization. Applications can connect to Presto using its JDBC interface.</p>"
Realm,assess,platforms,TRUE,FALSE,FALSE,"<p><strong><a href=""https://realm.io/"">Realm</a></strong> is a database designed for use on mobile devices, with its own persistence engine to achieve high performance. Realm is marketed as a replacement for SQLite and Core Data, and our teams have enjoyed using it. Note that migrations are not quite as straightforward as the Realm documentation would have you believe. Still, Realm has us excited, and we suggest you take a look.</p>"
Sandstorm,assess,platforms,TRUE,FALSE,FALSE,"<p>For people who want the benefit of cloud-based collaboration tools but don't want to inadvertently ""become the product"" of a major cloud provider, <a href=""https://sandstorm.io/""><strong>Sandstorm</strong></a> provides an interesting open source alternative with the potential for self-hosting. Of particular interest is the isolation approach, whereby containerization is applied per document rather than per application, and syscall whitelisting is added to further <a href=""http://docs.sandstorm.io/en/latest/using/security-practices/#server-sandboxing"">secure the sandbox</a>.</p>"
Application Servers,hold,platforms,FALSE,FALSE,FALSE,"<p>The rise of containers, phoenix servers and continuous delivery has seen a move away from the usual approach to deploying web applications. Traditionally we have built an artifact and then installed that artifact into an application server. The result was long feedback loops for changes, increased build times and the not insignificant overhead of managing these application servers in production. Many of them are a pain to automate too. Most teams we work with favor bundling an embedded http server within your web application. There are plenty of options available: Jetty, SimpleWeb, Webbit and Owin Self-Host amongst others. Easier automation, easier deployment and a reduction in the amount of infrastructure you have to manage lead us to recommend embedded servers over <strong>application servers</strong> for future projects.</p>"
Overambitious API gateways,hold,platforms,FALSE,FALSE,FALSE,"<p>One of our common complaints is the pushing of business smarts into middleware, resulting in application servers and enterprise service buses with ambitions to run critical application logic. These require complex programming in environments not well suited to the purpose. We're seeing a worrying re-emergence of this disease with <strong>overambitious API Gateway</strong> products. API Gateways can provide utility in dealing with some generic concerns - for example, authentication and rate-limiting - but any domain smarts such as data transformation or rule processing should live in applications or services where they can be controlled by product teams working closely with the domains they support.</p>"
Superficial private cloud,hold,platforms,FALSE,FALSE,FALSE,""
Consul,adopt,tools,FALSE,TRUE,FALSE,""
Browsersync,trial,tools,FALSE,FALSE,FALSE,"<p>We've had rave reviews from a number of ThoughtWorks teams using <a href=""http://www.browsersync.io/""><strong>Browsersync</strong></a>. As the number of devices we deliver web applications to grows, so does the amount of effort that must be devoted to testing across these different devices. Browsersync is a free, open source tool that can dramatically reduce this effort by synchronizing manual browser testing across multiple mobile or desktop browsers. Providing both a CLI and a UI option, the tool is build-pipeline friendly and automates repetitive tasks such as form filling.</p>"
Carthage,trial,tools,FALSE,FALSE,FALSE,"<p>Dependency management in iOS and OS X projects used to be either completely manual or completely automatic as part of using <a href=""https://cocoapods.org/"">CocoaPods</a>. With <strong><a href=""https://github.com/Carthage/Carthage"">Carthage</a></strong> , a new middle ground has become available. Carthage manages dependencies - it downloads, builds and updates frameworks - but it leaves the integration of the frameworks into the build of the project to the project. This is in contrast to CocoaPods, which basically takes over the project structure and build setup. It should be noted that Carthage can only deal with dynamic frameworks, which are not available on iOS 7 and below.</p>"
Gauge,trial,tools,FALSE,TRUE,FALSE,"<p><strong><a href=""https://gauge.org/"">Gauge</a></strong> is a lightweight cross-platform test-automation tool. Specifications are written in free-form Markdown so test cases can be written in the business language, as opposed to using the more common but restrictive ""given-when-then"" format. Language and IDE support are implemented as plugins to a single core implementation, allowing testers to use the same IDEs as the rest of the team, with powerful capabilities such as autocompletion and refactoring. This tool, open sourced by ThoughtWorks, also supports parallel execution out of the box for all supported platforms.</p>"
GitUp,trial,tools,FALSE,FALSE,FALSE,"<p>Git can be confusing. Really confusing. And even when it’s used in a simple trunk-based development process, there are still enough nuances to how it works that people can tie themselves in knots from time to time. When this happens, having an understanding of how Git works under the hood is very useful, and <strong><a href=""http://gitup.co/"">GitUp</a></strong> is a Mac-based tool that gives you exactly that. GitUp provides a graphical representation of what is happening as you type normal Git commands into the terminal. You can learn the various Git commands while also understanding what each one does as you use it. GitUp is a useful tool for both people new to Git and those with more Git experience.</p>"
Let's Encrypt,trial,tools,FALSE,TRUE,FALSE,""
Load Impact,trial,tools,TRUE,FALSE,FALSE,""
OWASP Dependency-Check,trial,tools,TRUE,FALSE,FALSE,""
Serverspec,trial,tools,TRUE,FALSE,FALSE,""
SysDig,trial,tools,FALSE,FALSE,FALSE,"<p>Although <strong><a href=""http://www.sysdig.org/"">SysDig</a></strong> isn’t the newest tool on the Technology Radar, we’re still surprised by how many people haven’t heard of it. A pluggable open source CLI for Linux system troubleshooting, SysDig has some pretty powerful features. One of the key things we like is the ability to generate a system trace on a machine that is experiencing difficulties, which you can then interrogate afterward to find out what was happening. SysDig also contains support for working with containers, something that makes a previously useful tool even more powerful.</p>"
Webpack,trial,tools,TRUE,FALSE,FALSE,""
Zipkin,trial,tools,FALSE,TRUE,FALSE,""
Concourse,assess,tools,FALSE,FALSE,FALSE,"<p>Many development teams are making the move from simple continuous integration servers to Continuous Delivery pipelines, often spanning multiple environments, reaching into production. To implement such a pipeline successfully and operate it in a sustainable way requires a CI/CD tool that treats build pipelines and artifacts as first-class citizens; and unfortunately there aren’t many. <a href=""http://concourse.ci/""><strong>Concourse CI</strong></a> is a promising new entrant in this field, and our teams that have tried it are excited about its setup, which enables builds that run in containers, has a clean, usable UI and discourages snowflake build servers.</p>"
Gitrob,assess,tools,FALSE,FALSE,TRUE,"<p>Attackers continue to use automated software to crawl public GitHub repositories to find AWS credentials and spin up EC2 instances to mine Bitcoins or for other nefarious purposes. Although adoption of tools like <a href=""https://github.com/AGWA/git-crypt"">git-crypt</a> and <a href=""https://www.thoughtworks.com/radar/tools/blackbox"">Blackbox</a> to safely store secrets such as passwords and access tokens in code repositories is increasing, it is still all too common that secrets are stored unprotected. It is also not uncommon to see project secrets accidentally checked in to developers' personal repositories. <a href=""https://github.com/michenriksen/gitrob""><strong>Gitrob</strong></a> can help minimize the damage of exposing secrets. It scans an organization's GitHub repositories, flagging all files that might contain sensitive information that shouldn't have been pushed to the repository. The current release of the tool has some limitations: It can only be used to scan public GitHub organizations and their members, it doesn't inspect the contents of files, it doesn't review the entire commit history, and it fully scans all repositories each time it is run. Despite these limitations, it can be a helpful reactive tool to help alert teams before it is too late. It should be considered a complementary approach to a proactive tool such as <a href=""https://github.com/thoughtworks/talisman"">Talisman</a>.</p>"
Grasp,assess,tools,TRUE,FALSE,FALSE,""
HashiCorp Vault,assess,tools,TRUE,FALSE,FALSE,"<p>Having a way to securely manage secrets is increasingly becoming a huge project issue. The old idea of just having a file with secrets or environment variables is becoming hard to manage, especially in environments with multiple applications like <a href=""https://www.thoughtworks.com/radar/techniques/microservices"">microservices</a> or microcontainer environments, where the applications need to access a multitude of secrets. <a href=""https://github.com/hashicorp/vault""><strong>HashiCorp Vault</strong></a> is a promising tool that tries to solve the problem by providing mechanisms for securely accessing secrets through an unified interface. It has some features that make life easier, such as encryption and automatically generating secrets for known tools, among others.</p>"
LambdaCD,assess,tools,TRUE,FALSE,FALSE,""
Pinpoint,assess,tools,TRUE,FALSE,FALSE,""
Pitest,assess,tools,TRUE,FALSE,FALSE,""
Prometheus,assess,tools,FALSE,FALSE,FALSE,"<p>SoundCloud has recently open sourced its monitoring and alerting toolkit, <a href=""http://prometheus.io/""><strong>Prometheus</strong></a>. Developed in reaction to difficulties with <a href=""http://graphite.readthedocs.org/"">Graphite</a> in its production systems, Prometheus primarily supports a pull-based HTTP model (although a more Graphite-like push model is also supported). It also goes further by supporting alerts, making it an active part of your operational toolset. As of this writing, Prometheus is still only in release 0.15.1 but is evolving rapidly. We’re glad to see the recent product focus on core time-series DB and multidimensional indexing capabilities while allowing for export to a wider variety of front-end graphing tools.</p>"
RAML,assess,tools,FALSE,FALSE,FALSE,"<p>With a growing landscape of services providing RESTful APIs, it is becoming increasingly important to document them. We have previously mentioned <a href=""https://www.thoughtworks.com/radar/tools/swagger"">Swagger</a>, and in this Technology Radar we’d like to highlight the RESTful API modeling language (<a href=""http://raml.org/""><strong>RAML</strong></a>). Our teams feel that in comparison to Swagger it is more lightweight and moves the focus from adding documentation to existing APIs to designing APIs.</p>"
Repsheet,assess,tools,TRUE,FALSE,FALSE,""
Sleepy Puppy,assess,tools,FALSE,FALSE,FALSE,"<p><strong><a href=""https://github.com/Netflix/sleepy-puppy"">Sleepy Puppy</a></strong> is a delayed cross-site scripting (XSS) payload-management framework recently open sourced by Netflix. It enables you to test vulnerabilities for XSS past the target application when the perpetrator intends to attack a secondary underlying system. With XSS being one of the OWASP Top10, we see this framework assisting with automated security checks for several applications. It simplifies the capturing, managing and tracking of XSS propagation over long periods of time, with customizable payloads. Sleepy puppy also exposes an API that can be integrated with vulnerability tools like <a href=""https://www.thoughtworks.com/radar/tools/zap"">ZAP</a>, for automated security checks.</p>"
