name,ring,quadrant,isNew,hasMovedIn,hasMovedOut,description
Terraform Validator,Assess,Tools,TRUE,FALSE,FALSE,
Typesense,Assess,Tools,TRUE,FALSE,FALSE,
SwiftUI,Adopt,languages-and-frameworks,FALSE,TRUE,FALSE,
Testcontainers ,Adopt,languages-and-frameworks,FALSE,TRUE,FALSE,
Bob,Trial,languages-and-frameworks,TRUE,FALSE,FALSE,
Flutter-Unity widget,Trial,languages-and-frameworks,TRUE,FALSE,FALSE,
Kotest,Trial,languages-and-frameworks,FALSE,TRUE,FALSE,
Swift Package Manager,Trial,languages-and-frameworks,TRUE,FALSE,FALSE,
Vowpal Wabbit ,Trial,languages-and-frameworks,FALSE,FALSE,FALSE,
Android Gradle plugin - Kotlin DSL,Assess,languages-and-frameworks,TRUE,FALSE,FALSE,
Azure Bicep,Assess,languages-and-frameworks,TRUE,FALSE,FALSE,
Capacitor,Assess,languages-and-frameworks,TRUE,FALSE,FALSE,
Java 17,Assess,languages-and-frameworks,TRUE,FALSE,FALSE,
Jetpack Glance,Assess,languages-and-frameworks,TRUE,FALSE,FALSE,
Jetpack Media3,Assess,languages-and-frameworks,TRUE,FALSE,FALSE,
MistQL,Assess,languages-and-frameworks,TRUE,FALSE,FALSE,
npm workspaces,Assess,languages-and-frameworks,TRUE,FALSE,FALSE,
Remix,Assess,languages-and-frameworks,TRUE,FALSE,FALSE,
ShedLock,Assess,languages-and-frameworks,TRUE,FALSE,FALSE,
SpiceDB,Assess,languages-and-frameworks,TRUE,FALSE,FALSE,
sqlc,Assess,languages-and-frameworks,TRUE,FALSE,FALSE,
The Composable Architecture,Assess,languages-and-frameworks,TRUE,FALSE,FALSE,
WebAssembly,Assess,languages-and-frameworks,FALSE,FALSE,FALSE,
Zig ,Assess,languages-and-frameworks,TRUE,FALSE,FALSE,
